GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,A83001,A83002,A83003,A84001,A84002,A84003
"G2001470","1920","Kansas","200","Phillips","1470","Phillips",1173,1820,1289,495,36,53
"G2001490","1920","Kansas","200","Pottawatomie","1490","Pottawatomie",1333,2424,1548,788,88,117
"G2001510","1920","Kansas","200","Pratt","1510","Pratt",1377,1639,835,590,214,83
"G2001530","1920","Kansas","200","Rawlins","1530","Rawlins",431,1010,727,282,1,32
"G2001550","1920","Kansas","200","Reno","1550","Reno",4659,5887,3471,2278,138,243
"G2001570","1920","Kansas","200","Republic","1570","Republic",1672,2264,1427,568,269,78
"G2001590","1920","Kansas","200","Rice","1590","Rice",1476,2101,1408,586,107,152
"G2001610","1920","Kansas","200","Riley","1610","Riley",1794,2632,1638,952,42,78
"G2001630","1920","Kansas","200","Rooks","1630","Rooks",926,1423,840,553,30,41
"G2001650","1920","Kansas","200","Rush","1650","Rush",739,1048,686,331,31,24
"G2001670","1920","Kansas","200","Russell","1670","Russell",929,1450,959,460,31,55
"G2001690","1920","Kansas","200","Saline","1690","Saline",2454,3571,1909,1619,43,131
"G2001710","1920","Kansas","200","Scott","1710","Scott",353,413,226,179,8,14
"G2001730","1920","Kansas","200","Sedgwick","1730","Sedgwick",11807,11243,6616,4450,177,416
"G2001750","1920","Kansas","200","Seward","1750","Seward",595,790,302,465,23,46
"G2001770","1920","Kansas","200","Shawnee","1770","Shawnee",7486,9360,5544,3592,224,509
"G2001790","1920","Kansas","200","Sheridan","1790","Sheridan",492,699,388,306,5,19
"G2001810","1920","Kansas","200","Sherman","1810","Sherman",522,763,438,309,16,27
"G2001830","1920","Kansas","200","Smith","1830","Smith",1382,2242,1388,813,41,85
"G2001850","1920","Kansas","200","Stafford","1850","Stafford",1196,1503,1015,459,29,58
"G2001870","1920","Kansas","200","Stanton","1870","Stanton",50,167,76,91,0,2
"G2001890","1920","Kansas","200","Stevens","1890","Stevens",375,493,152,331,10,28
"G2001910","1920","Kansas","200","Sumner","1910","Sumner",3149,3922,2635,1112,175,306
"G2001930","1920","Kansas","200","Thomas","1930","Thomas",505,725,465,241,19,76
"G2001950","1920","Kansas","200","Trego","1950","Trego",490,791,467,312,12,20
"G2001970","1920","Kansas","200","Wabaunsee","1970","Wabaunsee",1024,1631,1013,537,81,100
"G2001990","1920","Kansas","200","Wallace","1990","Wallace",205,361,207,148,6,23
"G2002010","1920","Kansas","200","Washington","2010","Washington",1691,2714,1761,903,50,74
"G2002030","1920","Kansas","200","Wichita","2030","Wichita",128,290,158,127,5,10
"G2002050","1920","Kansas","200","Wilson","2050","Wilson",2246,2904,1899,963,42,97
"G2002070","1920","Kansas","200","Woodson","2070","Woodson",837,1367,922,422,23,50
"G2002090","1920","Kansas","200","Wyandotte","2090","Wyandotte",14932,14682,8085,6403,194,694
"G2100010","1920","Kentucky","210","Adair","0010","Adair",1033,2588,1999,575,14,37
"G2100030","1920","Kentucky","210","Allen","0030","Allen",1622,2123,1660,394,69,134
"G2100050","1920","Kentucky","210","Anderson","0050","Anderson",867,1482,1222,248,12,52
"G2100070","1920","Kentucky","210","Ballard","0070","Ballard",1158,1524,961,495,68,97
"G2100090","1920","Kentucky","210","Barren","0090","Barren",2186,3444,2576,838,30,68
"G2100110","1920","Kentucky","210","Bath","0110","Bath",1228,1437,1262,147,28,53
"G2100130","1920","Kentucky","210","Bell","0130","Bell",4721,1922,1743,154,25,247
"G2100150","1920","Kentucky","210","Boone","0150","Boone",953,1528,1147,371,10,36
"G2100170","1920","Kentucky","210","Bourbon","0170","Bourbon",2407,2013,1663,279,71,121
"G2100190","1920","Kentucky","210","Boyd","0190","Boyd",3294,2948,1756,1153,39,194
"G2100210","1920","Kentucky","210","Boyle","0210","Boyle",1612,1829,1408,391,30,46
"G2100230","1920","Kentucky","210","Bracken","0230","Bracken",988,1533,1259,229,45,100
"G2100250","1920","Kentucky","210","Breathitt","0250","Breathitt",2025,1692,1372,201,119,168
"G2100270","1920","Kentucky","210","Breckinridge","0270","Breckinridge",1532,2840,2259,502,79,117
"G2100290","1920","Kentucky","210","Bullitt","0290","Bullitt",926,1236,928,269,39,55
"G2100310","1920","Kentucky","210","Butler","0310","Butler",1066,2203,1686,486,31,71
"G2100330","1920","Kentucky","210","Caldwell","0330","Caldwell",1341,1907,1396,468,43,139
"G2100350","1920","Kentucky","210","Calloway","0350","Calloway",1319,3306,2487,803,16,38
"G2100370","1920","Kentucky","210","Campbell","0370","Campbell",7634,7842,4079,3735,28,126
"G2100390","1920","Kentucky","210","Carlisle","0390","Carlisle",744,1235,965,266,4,9
"G2100410","1920","Kentucky","210","Carroll","0410","Carroll",1012,1017,883,116,18,52
"G2100430","1920","Kentucky","210","Carter","0430","Carter",1909,2404,2100,252,52,74
"G2100450","1920","Kentucky","210","Casey","0450","Casey",1041,2483,2012,453,18,55
"G2100470","1920","Kentucky","210","Christian","0470","Christian",3967,3996,2779,1082,135,269
"G2100490","1920","Kentucky","210","Clark","0490","Clark",2092,2162,1680,341,141,89
"G2100510","1920","Kentucky","210","Clay","0510","Clay",1606,1833,1544,235,54,86
"G2100530","1920","Kentucky","210","Clinton","0530","Clinton",557,1171,936,174,61,32
"G2100550","1920","Kentucky","210","Crittenden","0550","Crittenden",1030,1946,1512,398,36,58
"G2100570","1920","Kentucky","210","Cumberland","0570","Cumberland",834,1283,991,275,17,30
"G2100590","1920","Kentucky","210","Daviess","0590","Daviess",5050,4469,3360,1029,80,149
"G2100610","1920","Kentucky","210","Edmonson","0610","Edmonson",756,1489,1121,360,8,21
"G2100630","1920","Kentucky","210","Elliott","0630","Elliott",512,1093,996,88,9,35
"G2100650","1920","Kentucky","210","Estill","0650","Estill",1457,1620,1332,233,55,90
"G2100670","1920","Kentucky","210","Fayette","0670","Fayette",8464,4620,3419,1074,127,358
"G2100690","1920","Kentucky","210","Fleming","0690","Fleming",1443,2208,1748,422,38,87
"G2100710","1920","Kentucky","210","Floyd","0710","Floyd",2974,2090,1908,145,37,160
"G2100730","1920","Kentucky","210","Franklin","0730","Franklin",2282,1944,1588,309,47,86
"G2100750","1920","Kentucky","210","Fulton","0750","Fulton",2083,1370,976,354,40,144
"G2100770","1920","Kentucky","210","Gallatin","0770","Gallatin",554,620,424,196,0,13
"G2100790","1920","Kentucky","210","Garrard","0790","Garrard",1058,1627,1215,345,67,88
"G2100810","1920","Kentucky","210","Grant","0810","Grant",959,1685,1356,318,11,32
"G2100830","1920","Kentucky","210","Graves","0830","Graves",2666,4559,3168,1305,86,131
"G2100850","1920","Kentucky","210","Grayson","0850","Grayson",1132,3169,2404,738,27,52
"G2100870","1920","Kentucky","210","Green","0870","Green",817,1711,1315,371,25,53
"G2100890","1920","Kentucky","210","Greenup","0890","Greenup",1494,2278,1744,428,106,139
"G2100910","1920","Kentucky","210","Hancock","0910","Hancock",576,1070,842,227,1,18
"G2100930","1920","Kentucky","210","Hardin","0930","Hardin",1710,3414,2404,706,304,135
"G2100950","1920","Kentucky","210","Harlan","0950","Harlan",4903,1198,1057,91,50,98
"G2100970","1920","Kentucky","210","Harrison","0970","Harrison",1713,2164,1676,365,123,71
"G2100990","1920","Kentucky","210","Hart","0990","Hart",1309,2801,2270,506,25,50
"G2101010","1920","Kentucky","210","Henderson","1010","Henderson",3592,2990,2106,670,214,206
"G2101030","1920","Kentucky","210","Henry","1030","Henry",1398,1891,1517,337,37,80
"G2101050","1920","Kentucky","210","Hickman","1050","Hickman",929,1412,856,526,30,74
"G2101070","1920","Kentucky","210","Hopkins","1070","Hopkins",4208,3898,3020,814,64,158
"G2101090","1920","Kentucky","210","Jackson","1090","Jackson",624,1596,1379,109,108,62
"G2101110","1920","Kentucky","210","Jefferson","1110","Jefferson",46207,23404,14917,7924,563,1201
"G2101130","1920","Kentucky","210","Jessamine","1130","Jessamine",1303,1584,1290,278,16,47
"G2101150","1920","Kentucky","210","Johnson","1150","Johnson",1821,1959,1763,181,15,125
"G2101170","1920","Kentucky","210","Kenton","1170","Kenton",10759,7845,4407,3364,74,141
"G2101190","1920","Kentucky","210","Knott","1190","Knott",842,1139,1025,112,2,12
"G2101210","1920","Kentucky","210","Knox","1210","Knox",2188,2572,2380,150,42,66
"G2101230","1920","Kentucky","210","Larue","1230","Larue",657,1596,1139,353,104,35
"G2101250","1920","Kentucky","210","Laurel","1250","Laurel",1071,2734,2419,306,9,92
"G2101270","1920","Kentucky","210","Lawrence","1270","Lawrence",1155,2038,1782,239,17,210
"G2101290","1920","Kentucky","210","Lee","1290","Lee",1169,1149,1005,85,59,41
"G2101310","1920","Kentucky","210","Leslie","1310","Leslie",798,962,877,62,23,39
"G2101330","1920","Kentucky","210","Letcher","1330","Letcher",3206,1196,1052,86,58,257
"G2101350","1920","Kentucky","210","Lewis","1350","Lewis",1283,2141,1802,321,18,56
"G2101370","1920","Kentucky","210","Lincoln","1370","Lincoln",1151,2428,2035,369,24,60
"G2101390","1920","Kentucky","210","Livingston","1390","Livingston",842,1384,1051,317,16,31
"G2101410","1920","Kentucky","210","Logan","1410","Logan",2263,3155,2441,671,43,148
"G2101430","1920","Kentucky","210","Lyon","1430","Lyon",790,1066,766,286,14,44
"G2101450","1920","Kentucky","210","McCracken","1450","Mccracken",5241,3847,2990,789,68,184
"G2101470","1920","Kentucky","210","McCreary","1470","Mccreary",1187,1039,970,53,16,69
"G2101490","1920","Kentucky","210","McLean","1490","Mclean",1144,1699,1232,423,44,40
"G2101510","1920","Kentucky","210","Madison","1510","Madison",2685,3203,2558,571,74,124
"G2101530","1920","Kentucky","210","Magoffin","1530","Magoffin",948,1659,1494,141,24,27
"G2101550","1920","Kentucky","210","Marion","1550","Marion",1257,1956,1438,468,50,117
"G2101570","1920","Kentucky","210","Marshall","1570","Marshall",979,2415,1711,592,112,41
"G2101590","1920","Kentucky","210","Martin","1590","Martin",523,823,794,28,1,17
"G2101610","1920","Kentucky","210","Mason","1610","Mason",2189,2215,1661,430,124,83
"G2101630","1920","Kentucky","210","Meade","1630","Meade",687,1380,1038,317,25,43
"G2101650","1920","Kentucky","210","Menifee","1650","Menifee",293,792,678,90,24,55
"G2101670","1920","Kentucky","210","Mercer","1670","Mercer",1463,2111,1566,506,39,59
"G2101690","1920","Kentucky","210","Metcalfe","1690","Metcalfe",674,1538,1220,309,9,10
"G2101710","1920","Kentucky","210","Monroe","1710","Monroe",1074,1765,1450,301,14,55
"G2101730","1920","Kentucky","210","Montgomery","1730","Montgomery",1383,1436,1080,168,188,91
"G2101750","1920","Kentucky","210","Morgan","1750","Morgan",1001,2289,2012,246,31,47
"G2101770","1920","Kentucky","210","Muhlenberg","1770","Muhlenberg",3468,3625,2842,740,43,176
"G2101790","1920","Kentucky","210","Nelson","1790","Nelson",1297,2013,1368,498,147,159
"G2101810","1920","Kentucky","210","Nicholas","1810","Nicholas",1027,1437,1118,263,56,19
"G2101830","1920","Kentucky","210","Ohio","1830","Ohio",2041,4032,3234,492,306,122
"G2101850","1920","Kentucky","210","Oldham","1850","Oldham",733,1071,701,349,21,43
"G2101870","1920","Kentucky","210","Owen","1870","Owen",1195,1834,1477,346,11,50
"G2101890","1920","Kentucky","210","Owsley","1890","Owsley",477,972,817,110,45,23
"G2101910","1920","Kentucky","210","Pendleton","1910","Pendleton",1019,1874,1511,358,5,16
"G2101930","1920","Kentucky","210","Perry","1930","Perry",3449,1457,1310,120,27,136
"G2101950","1920","Kentucky","210","Pike","1950","Pike",5705,3581,3229,204,148,322
"G2101970","1920","Kentucky","210","Powell","1970","Powell",573,778,745,28,5,26
"G2101990","1920","Kentucky","210","Pulaski","1990","Pulaski",2231,4741,3815,881,45,180
"G2102010","1920","Kentucky","210","Robertson","2010","Robertson",359,586,477,92,17,14
"G2102030","1920","Kentucky","210","Rockcastle","2030","Rockcastle",1109,1938,1643,277,18,51
"G2102050","1920","Kentucky","210","Rowan","2050","Rowan",625,1206,1024,134,48,39
"G2102070","1920","Kentucky","210","Russell","2070","Russell",761,1657,1268,385,4,19
"G2102090","1920","Kentucky","210","Scott","2090","Scott",1853,1832,1444,321,67,211
"G2102110","1920","Kentucky","210","Shelby","2110","Shelby",2231,2134,1431,552,151,83
"G2102130","1920","Kentucky","210","Simpson","2130","Simpson",1225,1505,1082,387,36,44
"G2102150","1920","Kentucky","210","Spencer","2150","Spencer",772,936,622,287,27,16
"G2102170","1920","Kentucky","210","Taylor","2170","Taylor",902,1888,1329,528,31,27
"G2102190","1920","Kentucky","210","Todd","2190","Todd",1747,1992,1504,469,19,60
"G2102210","1920","Kentucky","210","Trigg","2210","Trigg",1376,1627,1179,389,59,80
"G2102230","1920","Kentucky","210","Trimble","2230","Trimble",576,881,664,212,5,11
"G2102250","1920","Kentucky","210","Union","2250","Union",2103,1986,1526,372,88,74
"G2102270","1920","Kentucky","210","Warren","2270","Warren",3075,4039,2886,1017,136,215
"G2102290","1920","Kentucky","210","Washington","2290","Washington",1026,2022,1430,575,17,99
"G2102310","1920","Kentucky","210","Wayne","2310","Wayne",1188,1967,1637,312,18,84
"G2102330","1920","Kentucky","210","Webster","2330","Webster",2117,2717,2204,438,75,157
"G2102350","1920","Kentucky","210","Whitley","2350","Whitley",2613,2979,2460,377,142,105
"G2102370","1920","Kentucky","210","Wolfe","2370","Wolfe",652,1001,815,160,26,17
"G2102390","1920","Kentucky","210","Woodford","2390","Woodford",1518,1253,938,241,74,82
"G2200010","1920","Louisiana","220","Acadia","0010","Acadia",3663,3249,2607,595,47,144
"G2200030","1920","Louisiana","220","Allen","0030","Allen",2731,1280,949,281,50,120
"G2200050","1920","Louisiana","220","Ascension","0050","Ascension",2616,2158,1818,281,59,146
"G2200070","1920","Louisiana","220","Assumption","0070","Assumption",2357,1391,966,66,359,212
"G2200090","1920","Louisiana","220","Avoyelles","0090","Avoyelles",4086,2943,1885,419,639,138
"G2200110","1920","Louisiana","220","Beauregard","0110","Beauregard",2866,1493,1181,297,15,85
"G2200130","1920","Louisiana","220","Bienville","0130","Bienville",1831,2143,1884,203,56,278
"G2200150","1920","Louisiana","220","Bossier","0150","Bossier",3819,1347,993,202,152,155
"G2200170","1920","Louisiana","220","Caddo","0170","Caddo",13058,5835,4128,1457,250,870
"G2200190","1920","Louisiana","220","Calcasieu","0190","Calcasieu",3495,3458,2720,695,43,148
"G2200210","1920","Louisiana","220","Caldwell","0210","Caldwell",1069,884,759,102,23,37
"G2200230","1920","Louisiana","220","Cameron","0230","Cameron",353,386,336,50,0,39
"G2200250","1920","Louisiana","220","Catahoula","0250","Catahoula",1655,674,428,111,135,52
"G2200270","1920","Louisiana","220","Claiborne","0270","Claiborne",3105,2023,1704,265,54,202
"G2200290","1920","Louisiana","220","Concordia","0290","Concordia",2808,406,301,82,23,117
"G2200310","1920","Louisiana","220","De Soto","0310","De Soto",3862,2409,1840,417,152,207
"G2200330","1920","Louisiana","220","East Baton Rouge","0330","East Baton Rouge",6345,3303,1921,1132,250,445
"G2200350","1920","Louisiana","220","East Carroll","0350","East Carroll",2763,413,287,118,8,47
"G2200370","1920","Louisiana","220","East Feliciana","0370","East Feliciana",2261,930,717,185,28,141
"G2200390","1920","Louisiana","220","Evangeline","0390","Evangeline",3016,1747,1357,375,15,81
"G2200410","1920","Louisiana","220","Franklin","0410","Franklin",3946,1222,635,510,77,138
"G2200430","1920","Louisiana","220","Grant","0430","Grant",1730,1210,951,117,142,146
"G2200450","1920","Louisiana","220","Iberia","0450","Iberia",3204,2178,1840,277,61,160
"G2200470","1920","Louisiana","220","Iberville","0470","Iberville",4378,1804,1459,144,201,388
"G2200490","1920","Louisiana","220","Jackson","0490","Jackson",1366,1462,1208,208,46,77
"G2200510","1920","Louisiana","220","Jefferson","0510","Jefferson",3056,1676,1351,301,24,211
"G2200530","1920","Louisiana","220","Jefferson Davis","0530","Jefferson Davis",2043,1963,1429,486,48,82
"G2200550","1920","Louisiana","220","Lafayette","0550","Lafayette",3265,2682,2176,471,35,97
"G2200570","1920","Louisiana","220","Lafourche","0570","Lafourche",3837,2072,1524,199,349,177
"G2200590","1920","Louisiana","220","La Salle","0590","La Salle",1171,811,713,45,53,62
"G2200610","1920","Louisiana","220","Lincoln","0610","Lincoln",1632,1762,1429,321,12,48
"G2200630","1920","Louisiana","220","Livingston","0630","Livingston",890,1367,1220,115,32,119
"G2200650","1920","Louisiana","220","Madison","0650","Madison",1823,211,102,76,33,707
"G2200670","1920","Louisiana","220","Morehouse","0670","Morehouse",3340,914,685,191,38,293
"G2200690","1920","Louisiana","220","Natchitoches","0690","Natchitoches",5158,2551,2020,363,168,596
"G2200710","1920","Louisiana","220","Orleans","0710","Orleans",63373,19003,12446,5352,1205,2812
"G2200730","1920","Louisiana","220","Ouachita","0730","Ouachita",4814,2182,1262,800,120,229
"G2200750","1920","Louisiana","220","Plaquemines","0750","Plaquemines",1209,804,717,82,5,118
"G2200770","1920","Louisiana","220","Pointe Coupee","0770","Pointe Coupee",4459,856,634,150,72,184
"G2200790","1920","Louisiana","220","Rapides","0790","Rapides",7742,4243,2707,1022,514,637
"G2200810","1920","Louisiana","220","Red River","0810","Red River",2126,851,740,109,2,258
"G2200830","1920","Louisiana","220","Richland","0830","Richland",3523,997,715,275,7,151
"G2200850","1920","Louisiana","220","Sabine","0850","Sabine",1853,2105,1166,437,502,188
"G2200870","1920","Louisiana","220","St Bernard","0870","St Bernard",657,353,276,70,7,61
"G2200890","1920","Louisiana","220","St Charles","0890","St Charles",1186,736,666,49,21,42
"G2200910","1920","Louisiana","220","St Helena","0910","St Helena",905,760,637,120,3,9
"G2200930","1920","Louisiana","220","St James","0930","St James",3086,1354,1230,106,18,212
"G2200950","1920","Louisiana","220","St John The Baptist","0950","St John The Baptist",1546,896,774,108,14,165
"G2200970","1920","Louisiana","220","St Landry","0970","St Landry",6574,3303,2574,689,40,184
"G2200990","1920","Louisiana","220","St Martin","0990","St Martin",2373,1710,1480,181,49,138
"G2201010","1920","Louisiana","220","St Mary","1010","St Mary",4267,2302,2055,178,69,301
"G2201030","1920","Louisiana","220","St Tammany","1030","St Tammany",2120,2319,2101,197,21,177
"G2201050","1920","Louisiana","220","Tangipahoa","1050","Tangipahoa",3339,3131,2364,679,88,255
"G2201070","1920","Louisiana","220","Tensas","1070","Tensas",2999,317,196,39,82,113
"G2201090","1920","Louisiana","220","Terrebonne","1090","Terrebonne",3500,2034,1728,270,36,102
