GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AYV001,AZZ001,AZZ002,AZZ003,AZZ004,AZZ005,AZZ006,AZZ007,AZZ008,AZZ009,AZZ010
"G0600470","1900","California","060","Merced","0470","Merced",1905,405,254,7,314,9,236,79,12,452,71
"G0600490","1900","California","060","Modoc","0490","Modoc",1133,342,94,47,115,4,212,26,22,166,112
"G0600510","1900","California","060","Mono","0510","Mono",595,73,15,0,6,3,196,16,2,148,94
"G0600530","1900","California","060","Monterey","0530","Monterey",4565,708,369,51,649,22,794,189,25,1163,291
"G0600550","1900","California","060","Napa","0550","Napa",3428,588,323,37,392,19,587,167,20,1036,218
"G0600570","1900","California","060","Nevada","0570","Nevada",4181,335,74,1,83,2,1809,242,30,1314,135
"G0600590","1900","California","060","Orange","0590","Orange",4689,1067,668,103,490,21,633,278,100,1250,113
"G0600610","1900","California","060","Placer","0610","Placer",3840,572,232,19,221,6,980,129,102,1266,154
"G0600630","1900","California","060","Plumas","0630","Plumas",1224,138,61,3,37,4,361,14,242,247,58
"G0600650","1900","California","060","Riverside","0650","Riverside",4288,948,480,105,306,39,517,284,146,1418,110
"G0600670","1900","California","060","Sacramento","0670","Sacramento",9293,596,360,18,589,35,2030,890,62,4312,547
"G0600690","1900","California","060","San Benito","0690","San Benito",1636,370,243,34,200,3,208,76,6,443,52
"G0600710","1900","California","060","San Bernardino","0710","San Bernardino",6969,1010,622,28,264,42,1348,522,73,2332,600
"G0600730","1900","California","060","San Diego","0730","San Diego",8786,1612,495,50,434,49,1762,520,272,3304,453
"G0600750","1900","California","060","San Francisco","0750","San Francisco",53323,114,46,43,155,7,10072,5093,406,49501,2155
"G0600770","1900","California","060","San Joaquin","0770","San Joaquin",7086,692,475,41,737,34,1302,524,154,2710,295
"G0600790","1900","California","060","San Luis Obispo","0790","San Luis Obispo",3845,744,372,43,649,9,532,138,29,955,269
"G0600810","1900","California","060","San Mateo","0810","San Mateo",2417,236,54,9,268,7,601,135,56,849,98
"G0600830","1900","California","060","Santa Barbara","0830","Santa Barbara",4371,401,223,21,453,3,945,322,32,1694,117
"G0600850","1900","California","060","Santa Clara","0850","Santa Clara",13256,1621,1204,61,738,22,2747,999,61,5267,572
"G0600870","1900","California","060","Santa Cruz","0870","Santa Cruz",5596,557,317,16,380,25,1164,330,66,2009,508
"G0600890","1900","California","060","Shasta","0890","Shasta",4558,853,125,16,215,16,903,90,227,1599,220
"G0600910","1900","California","060","Sierra","0910","Sierra",1105,89,34,3,10,0,599,21,2,232,12
"G0600930","1900","California","060","Siskiyou","0930","Siskiyou",4138,609,190,11,112,15,1328,77,25,1165,211
"G0600950","1900","California","060","Solano","0950","Solano",4909,403,273,22,382,29,1045,244,276,1691,366
"G0600970","1900","California","060","Sonoma","0970","Sonoma",8808,1674,818,71,1038,64,1413,390,83,2584,513
"G0600990","1900","California","060","Stanislaus","0990","Stanislaus",2196,337,252,10,313,12,418,89,12,631,52
"G0601010","1900","California","060","Sutter","1010","Sutter",1240,297,198,10,195,5,191,46,14,222,30
"G0601030","1900","California","060","Tehama","1030","Tehama",2449,534,214,34,224,21,364,83,37,677,175
"G0601050","1900","California","060","Trinity","1050","Trinity",1191,144,23,62,20,4,354,3,107,306,40
"G0601070","1900","California","060","Tulare","1070","Tulare",4190,1026,505,21,594,32,584,121,45,1087,128
"G0601090","1900","California","060","Tuolumne","1090","Tuolumne",2781,343,56,9,47,6,993,70,64,946,123
"G0601110","1900","California","060","Ventura","1110","Ventura",3507,497,293,69,384,35,380,203,148,1210,184
"G0601130","1900","California","060","Yolo","1130","Yolo",3140,499,326,6,318,18,574,140,21,963,198
"G0601150","1900","California","060","Yuba","1150","Yuba",1876,281,88,8,109,3,523,50,57,546,67
"G0609015","1900","California","060","Hupa Valley Indian Reservation","9015","Hupa Valley Indian Reservation",,,,,,,,,,,
"G0609035","1900","California","060","Mission Indian Reservation","9035","Mission Indian Reservation",,,,,,,,,,,
"G0609055","1900","California","060","Round Valley Indian Reservation","9055","Round Valley Indian Reservation",,,,,,,,,,,
"G0609075","1900","California","060","Tule River Indian Reservation","9075","Tule River Indian Reservation",,,,,,,,,,,
"G0800050","1900","Colorado","080","Arapahoe","0050","Arapahoe",31107,1033,289,36,629,29,5594,3313,194,22268,590
"G0800070","1900","Colorado","080","Archuleta","0070","Archuleta",471,135,25,12,35,6,47,3,24,118,69
"G0800090","1900","Colorado","080","Baca","0090","Baca",175,123,1,0,9,2,24,0,2,3,8
"G0800110","1900","Colorado","080","Bent","0110","Bent",653,137,55,0,95,0,121,16,0,209,0
"G0800130","1900","Colorado","080","Boulder","0130","Boulder",5141,368,231,20,304,1,1680,495,38,1990,116
"G0800150","1900","Colorado","080","Chaffee","0150","Chaffee",1604,119,41,0,60,5,445,70,55,526,238
"G0800170","1900","Colorado","080","Cheyenne","0170","Cheyenne",104,31,2,1,4,5,19,1,1,26,19
"G0800190","1900","Colorado","080","Clear Creek","0190","Clear Creek",1935,18,4,1,5,0,679,67,4,976,70
"G0800210","1900","Colorado","080","Conejos","0210","Conejos",1818,438,25,14,123,3,232,46,62,334,587
"G0800230","1900","Colorado","080","Costilla","0230","Costilla",1022,177,71,6,97,4,428,15,32,171,22
"G0800270","1900","Colorado","080","Custer","0270","Custer",740,225,35,6,57,20,199,9,3,168,39
"G0800290","1900","Colorado","080","Delta","0290","Delta",1277,377,307,15,150,4,99,52,28,229,27
"G0800330","1900","Colorado","080","Dolores","0330","Dolores",305,0,0,1,1,1,64,6,41,96,45
"G0800350","1900","Colorado","080","Douglas","0350","Douglas",742,242,95,7,122,2,88,23,6,134,9
"G0800370","1900","Colorado","080","Eagle","0370","Eagle",789,113,49,0,44,2,229,18,16,242,35
"G0800390","1900","Colorado","080","Elbert","0390","Elbert",772,414,68,15,66,7,76,8,14,78,26
"G0800410","1900","Colorado","080","El Paso","0410","El Paso",6705,483,69,21,207,20,1328,1005,224,3197,536
"G0800430","1900","Colorado","080","Fremont","0430","Fremont",3503,318,152,10,137,5,926,318,100,1384,221
"G0800450","1900","Colorado","080","Garfield","0450","Garfield",1429,225,158,11,90,8,220,52,12,504,111
"G0800470","1900","Colorado","080","Gilpin","0470","Gilpin",1479,29,3,2,10,0,626,47,2,740,25
"G0800490","1900","Colorado","080","Grand","0490","Grand",206,117,16,2,11,9,18,2,1,16,10
"G0800510","1900","Colorado","080","Gunnison","0510","Gunnison",1466,133,52,7,38,9,411,22,16,476,186
"G0800530","1900","Colorado","080","Hinsdale","0530","Hinsdale",434,27,0,0,3,0,118,14,10,227,0
"G0800550","1900","Colorado","080","Huerfano","0550","Huerfano",1909,351,60,34,120,11,379,13,51,804,92
"G0800590","1900","Colorado","080","Jefferson","0590","Jefferson",2085,427,248,31,332,9,343,83,22,523,66
"G0800610","1900","Colorado","080","Kiowa","0610","Kiowa",169,116,4,2,9,0,8,0,0,25,3
"G0800630","1900","Colorado","080","Kit Carson","0630","Kit Carson",348,257,1,0,33,0,25,0,2,24,2
"G0800650","1900","Colorado","080","Lake","0650","Lake",4103,21,10,3,9,7,1457,207,48,1944,164
"G0800670","1900","Colorado","080","La Plata","0670","La Plata",1714,159,58,23,53,8,375,67,179,674,93
"G0800690","1900","Colorado","080","Larimer","0690","Larimer",2778,689,312,9,346,2,518,202,14,626,56
"G0800710","1900","Colorado","080","Las Animas","0710","Las Animas",4850,519,60,94,314,7,989,122,123,2508,117
"G0800730","1900","Colorado","080","Lincoln","0730","Lincoln",196,109,4,0,8,9,22,2,0,15,26
"G0800750","1900","Colorado","080","Logan","0750","Logan",683,247,78,3,66,1,85,25,25,111,19
"G0800770","1900","Colorado","080","Mesa","0770","Mesa",2124,388,235,13,180,5,291,221,33,593,124
"G0800790","1900","Colorado","080","Mineral","0790","Mineral",614,33,2,0,5,0,229,39,1,257,4
"G0800830","1900","Colorado","080","Montezuma","0830","Montezuma",759,185,50,0,58,1,294,24,3,132,8
"G0800850","1900","Colorado","080","Montrose","0850","Montrose",1120,119,151,136,144,65,99,39,36,125,218
"G0800870","1900","Colorado","080","Morgan","0870","Morgan",674,126,135,3,98,1,107,46,0,142,5
"G0800890","1900","Colorado","080","Otero","0890","Otero",2404,320,260,5,353,9,375,243,4,672,180
"G0800910","1900","Colorado","080","Ouray","0910","Ouray",1230,71,28,0,25,0,334,21,11,644,31
"G0800930","1900","Colorado","080","Park","0930","Park",797,135,31,0,45,1,213,15,1,240,46
"G0800950","1900","Colorado","080","Phillips","0950","Phillips",352,183,11,2,35,0,56,15,2,46,3
"G0800970","1900","Colorado","080","Pitkin","0970","Pitkin",1750,103,25,0,29,2,696,52,3,711,43
"G0800990","1900","Colorado","080","Prowers","0990","Prowers",774,222,75,27,138,8,77,47,15,149,25
"G0801010","1900","Colorado","080","Pueblo","1010","Pueblo",6928,240,101,67,261,11,1105,595,225,3982,479
"G0801030","1900","Colorado","080","Rio Blanco","1030","Rio Blanco",432,139,58,0,46,2,39,20,3,68,48
"G0801050","1900","Colorado","080","Rio Grande","1050","Rio Grande",963,133,72,58,97,7,162,29,52,310,49
"G0801070","1900","Colorado","080","Routt","1070","Routt",996,440,88,26,95,17,117,8,6,136,27
"G0801090","1900","Colorado","080","Saguache","1090","Saguache",1038,226,63,3,103,11,226,6,6,362,27
"G0801110","1900","Colorado","080","San Juan","1110","San Juan",560,0,0,0,0,0,190,30,1,250,8
"G0801130","1900","Colorado","080","San Miguel","1130","San Miguel",1215,168,25,2,35,1,264,71,12,473,30
"G0801150","1900","Colorado","080","Sedgwick","1150","Sedgwick",229,71,38,8,29,10,26,10,1,24,12
"G0801170","1900","Colorado","080","Summit","1170","Summit",814,58,1,4,3,5,309,14,11,222,78
"G0801190","1900","Colorado","080","Teller","1190","Teller",7684,65,9,5,25,10,2888,240,448,3240,442
"G0801210","1900","Colorado","080","Washington","1210","Washington",279,150,12,7,23,3,39,7,1,31,2
"G0801230","1900","Colorado","080","Weld","1230","Weld",3494,527,509,37,891,22,481,189,22,792,89
"G0801250","1900","Colorado","080","Yuma","1250","Yuma",422,168,48,4,59,1,64,9,3,55,5
"G0809015","1900","Colorado","080","Southern Ute Indian Reservation","9015","Southern Ute Indian Reservation",,,,,,,,,,,
"G0900010","1900","Connecticut","090","Fairfield","0010","Fairfield",34581,2328,1630,62,609,17,4876,6554,296,24054,1047
"G0900030","1900","Connecticut","090","Hartford","0030","Hartford",30896,2207,2058,124,633,44,4092,6127,240,25369,1052
"G0900050","1900","Connecticut","090","Litchfield","0050","Litchfield",13197,1943,1434,26,635,22,1995,1677,78,6259,414
"G0900070","1900","Connecticut","090","Middlesex","0070","Middlesex",8438,1047,581,15,116,13,2132,1138,33,3929,243
"G0900090","1900","Connecticut","090","New Haven","0090","New Haven",42282,1768,1207,23,413,25,6438,9674,234,37054,1048
"G0900110","1900","Connecticut","090","New London","0110","New London",16121,1575,750,27,630,16,3241,2103,81,10401,384
"G0900130","1900","Connecticut","090","Tolland","0130","Tolland",5125,1024,763,17,241,9,672,552,43,2546,101
"G0900150","1900","Connecticut","090","Windham","0150","Windham",9037,1358,675,27,379,25,1234,573,103,5826,231
"G1000010","1900","Delaware","100","Kent","0010","Kent",7302,686,429,56,1665,46,1066,431,89,2707,181
"G1000030","1900","Delaware","100","New Castle","0030","New Castle",21448,393,569,59,1053,13,2368,2676,199,13788,1006
"G1000050","1900","Delaware","100","Sussex","0050","Sussex",9441,1724,613,187,2160,16,1522,397,177,2462,269
"G1200010","1900","Florida","120","Alachua","0010","Alachua",6872,1692,370,38,808,11,959,100,45,2294,499
"G1200030","1900","Florida","120","Baker","0030","Baker",862,263,25,1,102,1,157,4,20,230,13
"G1200070","1900","Florida","120","Bradford","0070","Bradford",2139,761,161,15,269,6,160,27,33,556,88
"G1200090","1900","Florida","120","Brevard","0090","Brevard",1402,400,59,11,62,2,224,29,46,386,134
"G1200130","1900","Florida","120","Calhoun","0130","Calhoun",1244,240,17,13,59,58,63,3,13,332,383
"G1200170","1900","Florida","120","Citrus","0170","Citrus",1171,243,12,4,43,1,103,3,5,633,28
"G1200190","1900","Florida","120","Clay","0190","Clay",1204,339,13,2,53,0,258,45,6,450,4
"G1200230","1900","Florida","120","Columbia","0230","Columbia",3164,946,180,12,431,51,301,19,17,855,350
"G1200250","1900","Florida","120","Dade","0250","Dade",1455,184,77,4,71,1,228,135,14,648,42
"G1200270","1900","Florida","120","De Soto","0270","De Soto",1679,590,25,13,175,13,300,13,23,437,36
"G1200310","1900","Florida","120","Duval","0310","Duval",8838,515,40,58,133,8,1704,447,427,5819,313
"G1200330","1900","Florida","120","Escambia","0330","Escambia",5911,428,15,3,66,0,1328,319,346,3356,239
"G1200370","1900","Florida","120","Franklin","0370","Franklin",1093,30,4,0,12,0,460,89,9,464,25
"G1200390","1900","Florida","120","Gadsden","0390","Gadsden",2838,815,105,42,554,14,146,12,107,904,209
"G1200470","1900","Florida","120","Hamilton","0470","Hamilton",2244,463,41,77,474,6,105,11,14,792,200
"G1200530","1900","Florida","120","Hernando","0530","Hernando",850,261,18,13,69,0,49,19,17,289,22
"G1200570","1900","Florida","120","Hillsborough","0570","Hillsborough",7651,1232,52,52,199,16,920,347,276,4418,263
"G1200590","1900","Florida","120","Holmes","0590","Holmes",1549,744,19,0,108,25,101,4,3,318,197
"G1200630","1900","Florida","120","Jackson","0630","Jackson",4805,1386,276,182,1215,13,173,15,44,1085,408
"G1200650","1900","Florida","120","Jefferson","0650","Jefferson",3434,408,107,139,1510,67,202,29,41,610,339
"G1200670","1900","Florida","120","Lafayette","0670","Lafayette",1046,441,33,13,115,0,45,3,65,195,97
"G1200690","1900","Florida","120","Lake","0690","Lake",1816,565,87,11,128,3,256,43,26,604,65
"G1200710","1900","Florida","120","Lee","0710","Lee",696,157,9,1,59,1,177,7,11,214,63
"G1200730","1900","Florida","120","Leon","0730","Leon",4348,489,69,22,1772,15,364,40,36,1228,367
"G1200750","1900","Florida","120","Levy","0750","Levy",1852,355,43,272,135,3,33,4,208,755,46
"G1200770","1900","Florida","120","Liberty","0770","Liberty",662,155,6,0,8,0,80,12,2,370,7
"G1200790","1900","Florida","120","Madison","0790","Madison",3043,587,187,86,1253,5,88,12,23,725,112
"G1200810","1900","Florida","120","Manatee","0810","Manatee",1055,219,42,2,83,3,270,42,11,271,80
"G1200830","1900","Florida","120","Marion","0830","Marion",5326,1674,99,338,394,15,689,60,115,1714,183
"G1200870","1900","Florida","120","Monroe","0870","Monroe",3931,76,1,0,34,2,859,34,168,2638,243
"G1200890","1900","Florida","120","Nassau","0890","Nassau",2029,294,16,26,45,1,525,69,52,885,155
"G1200950","1900","Florida","120","Orange","0950","Orange",2807,675,103,87,154,4,523,112,78,963,132
"G1200970","1900","Florida","120","Osceola","0970","Osceola",710,214,10,2,77,1,117,15,1,246,12
"G1201010","1900","Florida","120","Pasco","1010","Pasco",1394,417,76,6,74,3,123,24,2,511,36
"G1201050","1900","Florida","120","Polk","1050","Polk",2623,606,29,107,132,10,481,74,45,930,110
"G1201070","1900","Florida","120","Putnam","1070","Putnam",2688,636,51,19,78,1,634,117,14,1069,95
"G1201090","1900","Florida","120","St Johns","1090","St Johns",2203,191,15,3,38,3,585,82,18,1141,160
"G1201130","1900","Florida","120","Santa Rosa","1130","Santa Rosa",2085,258,2,62,38,2,692,27,193,736,39
"G1201190","1900","Florida","120","Sumter","1190","Sumter",1420,612,22,2,95,1,88,4,24,495,20
"G1201210","1900","Florida","120","Suwannee","1210","Suwannee",2885,1210,144,5,344,1,236,27,50,714,135
"G1201230","1900","Florida","120","Taylor","1230","Taylor",750,437,28,2,66,6,31,2,13,108,65
"G1201270","1900","Florida","120","Volusia","1270","Volusia",2529,361,37,1,42,1,749,188,51,978,69
"G1201290","1900","Florida","120","Wakulla","1290","Wakulla",1113,293,6,0,70,1,119,1,35,548,20
"G1201310","1900","Florida","120","Walton","1310","Walton",2054,567,16,7,76,5,743,17,29,488,103
"G1201330","1900","Florida","120","Washington","1330","Washington",2124,635,26,24,150,20,298,10,98,645,173
"G1300010","1900","Georgia","130","Appling","0010","Appling",2365,795,138,8,347,8,149,22,14,793,42
"G1300070","1900","Georgia","130","Baker","0070","Baker",1453,183,24,10,744,2,31,2,0,353,86
"G1300090","1900","Georgia","130","Baldwin","0090","Baldwin",3061,268,66,14,948,2,373,63,17,1294,108
"G1300110","1900","Georgia","130","Banks","0110","Banks",2015,458,110,21,1080,24,48,5,17,165,123
"G1300150","1900","Georgia","130","Bartow","0150","Bartow",3995,632,160,50,1249,27,395,34,49,1186,239
"G1300190","1900","Georgia","130","Berrien","0190","Berrien",3999,1099,90,16,634,14,258,49,34,1433,422
"G1300210","1900","Georgia","130","Bibb","0210","Bibb",10160,367,70,99,717,26,1248,382,515,7603,652
"G1300270","1900","Georgia","130","Brooks","0270","Brooks",3537,656,177,42,900,12,214,56,45,1081,333
"G1300290","1900","Georgia","130","Bryan","0290","Bryan",1216,425,40,0,212,1,41,1,7,427,92
"G1300310","1900","Georgia","130","Bulloch","0310","Bulloch",4056,1112,215,27,888,6,136,29,31,1407,141
"G1300330","1900","Georgia","130","Burke","0330","Burke",6928,457,144,53,3435,35,120,19,6,1406,1270
"G1300350","1900","Georgia","130","Butts","0350","Butts",2479,348,45,38,1026,8,64,12,138,739,144
"G1300370","1900","Georgia","130","Calhoun","0370","Calhoun",1984,188,46,3,1001,0,90,6,11,596,36
"G1300390","1900","Georgia","130","Camden","0390","Camden",1690,697,29,6,152,36,151,6,17,356,232
"G1300395","1900","Georgia","130","Campbell","0395","Campbell",1783,424,53,7,692,3,118,7,9,419,81
"G1300450","1900","Georgia","130","Carroll","0450","Carroll",5115,1187,328,92,1994,10,313,48,27,974,184
"G1300470","1900","Georgia","130","Catoosa","0470","Catoosa",1099,381,89,3,420,1,49,8,0,152,10
"G1300490","1900","Georgia","130","Charlton","0490","Charlton",675,326,24,0,64,0,28,1,6,187,20
"G1300510","1900","Georgia","130","Chatham","0510","Chatham",14087,293,32,15,296,6,2029,416,215,11945,1600
"G1300530","1900","Georgia","130","Chattahoochee","0530","Chattahoochee",1167,119,44,3,429,0,35,3,5,493,31
"G1300550","1900","Georgia","130","Chattooga","0550","Chattooga",2376,465,104,31,1022,27,55,7,29,573,78
"G1300570","1900","Georgia","130","Cherokee","0570","Cherokee",2850,815,134,7,1273,2,141,15,28,434,29
"G1300590","1900","Georgia","130","Clarke","0590","Clarke",3400,228,79,7,539,2,593,97,26,1954,123
"G1300610","1900","Georgia","130","Clay","0610","Clay",1734,172,56,5,761,1,144,12,2,542,47
"G1300630","1900","Georgia","130","Clayton","0630","Clayton",1845,391,85,9,755,2,110,12,13,448,29
"G1300650","1900","Georgia","130","Clinch","0650","Clinch",1841,361,16,112,163,8,39,3,56,937,46
"G1300670","1900","Georgia","130","Cobb","0670","Cobb",4790,915,158,119,1414,16,563,73,36,1596,101
"G1300690","1900","Georgia","130","Coffee","0690","Coffee",3291,701,77,127,361,7,127,19,75,1494,238
"G1300710","1900","Georgia","130","Colquitt","0710","Colquitt",2730,693,68,28,374,4,2,0,175,718,616
"G1300730","1900","Georgia","130","Columbia","0730","Columbia",2069,198,63,59,1051,23,39,6,12,322,300
"G1300770","1900","Georgia","130","Coweta","0770","Coweta",4891,508,57,41,2102,6,419,48,77,1536,168
"G1300790","1900","Georgia","130","Crawford","0790","Crawford",2006,309,56,90,842,4,21,0,14,445,216
"G1300830","1900","Georgia","130","Dade","0830","Dade",828,178,11,108,230,12,53,0,3,243,30
"G1300850","1900","Georgia","130","Dawson","0850","Dawson",1030,439,43,3,460,18,14,1,1,42,15
"G1300870","1900","Georgia","130","Decatur","0870","Decatur",5828,1478,165,30,1409,15,304,30,78,2115,180
"G1300890","1900","Georgia","130","DeKalb","0890","De Kalb",4254,867,127,19,1173,13,420,105,88,1400,110
"G1300910","1900","Georgia","130","Dodge","0910","Dodge",2734,567,159,111,682,22,165,15,32,860,124
"G1300930","1900","Georgia","130","Dooly","0930","Dooly",5556,635,123,154,1320,21,283,81,118,2269,643
"G1300950","1900","Georgia","130","Dougherty","0950","Dougherty",3366,25,25,33,926,2,252,59,42,1813,317
"G1300970","1900","Georgia","130","Douglas","0970","Douglas",1692,438,108,12,669,7,91,23,5,350,16
"G1300990","1900","Georgia","130","Early","0990","Early",2909,387,124,52,1130,9,140,26,30,915,120
"G1301010","1900","Georgia","130","Echols","1010","Echols",591,137,13,63,45,10,7,4,2,243,58
"G1301030","1900","Georgia","130","Effingham","1030","Effingham",1673,540,63,87,125,6,132,18,69,555,88
"G1301050","1900","Georgia","130","Elbert","1050","Elbert",3692,536,84,21,1805,11,185,7,17,832,234
"G1301070","1900","Georgia","130","Emanuel","1070","Emanuel",4106,1024,112,65,1057,30,72,4,56,882,805
"G1301110","1900","Georgia","130","Fannin","1110","Fannin",2100,1053,34,19,602,18,70,1,20,271,32
"G1301130","1900","Georgia","130","Fayette","1130","Fayette",1880,430,29,8,1030,2,63,2,2,249,98
"G1301150","1900","Georgia","130","Floyd","1150","Floyd",6322,742,165,37,1638,40,629,109,137,2824,243
"G1301170","1900","Georgia","130","Forsyth","1170","Forsyth",2188,637,87,128,1006,11,43,0,21,246,18
"G1301190","1900","Georgia","130","Franklin","1190","Franklin",3268,776,105,47,1772,15,109,7,21,380,80
"G1301210","1900","Georgia","130","Fulton","1210","Fulton",21833,430,68,78,602,11,3348,1196,153,19000,853
"G1301230","1900","Georgia","130","Gilmer","1230","Gilmer",1924,1088,68,44,460,2,76,10,12,143,49
"G1301250","1900","Georgia","130","Glascock","1250","Glascock",915,201,26,0,381,8,46,1,9,210,34
"G1301270","1900","Georgia","130","Glynn","1270","Glynn",3223,171,5,3,48,2,868,102,20,2073,175
"G1301290","1900","Georgia","130","Gordon","1290","Gordon",2659,658,168,47,1030,15,128,18,32,475,128
"G1301330","1900","Georgia","130","Greene","1330","Greene",3368,334,113,11,1537,10,224,45,10,877,230
"G1301350","1900","Georgia","130","Gwinnett","1350","Gwinnett",4858,1248,209,38,1906,39,253,45,30,1011,161
"G1301370","1900","Georgia","130","Habersham","1370","Habersham",2689,748,52,89,585,6,266,21,103,813,34
"G1301390","1900","Georgia","130","Hall","1390","Hall",4024,790,114,179,1404,17,295,58,81,1047,155
"G1301410","1900","Georgia","130","Hancock","1410","Hancock",3420,307,109,70,1548,158,79,14,36,772,333
"G1301430","1900","Georgia","130","Haralson","1430","Haralson",2408,614,96,62,709,4,250,25,21,575,56
"G1301450","1900","Georgia","130","Harris","1450","Harris",3531,535,88,13,1832,4,80,7,45,638,308
"G1301470","1900","Georgia","130","Hart","1470","Hart",2728,522,77,55,1401,9,130,20,14,467,73
"G1301490","1900","Georgia","130","Heard","1490","Heard",2145,522,85,17,1021,15,43,2,14,325,127
"G1301510","1900","Georgia","130","Henry","1510","Henry",3509,594,63,139,1563,16,152,19,15,875,93
"G1301530","1900","Georgia","130","Houston","1530","Houston",4698,360,84,51,1407,5,256,31,35,1903,774
"G1301550","1900","Georgia","130","Irwin","1550","Irwin",2961,810,98,15,431,32,250,53,5,951,269
"G1301570","1900","Georgia","130","Jackson","1570","Jackson",4581,838,228,71,2111,14,165,27,70,932,181
"G1301590","1900","Georgia","130","Jasper","1590","Jasper",3084,334,86,92,1421,30,122,12,15,622,356
"G1301630","1900","Georgia","130","Jefferson","1630","Jefferson",3602,474,95,63,1266,124,124,12,28,858,607
"G1301670","1900","Georgia","130","Johnson","1670","Johnson",2182,510,45,14,817,9,49,11,47,559,141
"G1301690","1900","Georgia","130","Jones","1690","Jones",2583,278,89,31,1020,15,38,4,17,697,417
"G1301750","1900","Georgia","130","Laurens","1750","Laurens",4836,929,122,57,1727,15,228,56,34,1454,209
"G1301770","1900","Georgia","130","Lee","1770","Lee",2480,135,58,53,1069,6,48,7,8,852,273
"G1301790","1900","Georgia","130","Liberty","1790","Liberty",2536,1140,58,108,407,64,149,9,30,496,101
"G1301810","1900","Georgia","130","Lincoln","1810","Lincoln",1360,238,24,59,639,28,13,2,4,293,73
"G1301850","1900","Georgia","130","Lowndes","1850","Lowndes",3995,679,119,24,889,10,398,117,23,1523,206
"G1301870","1900","Georgia","130","Lumpkin","1870","Lumpkin",1378,543,42,16,419,6,141,5,1,225,26
"G1301890","1900","Georgia","130","McDuffie","1890","Mcduffie",1949,204,75,9,874,90,72,8,4,556,103
"G1301910","1900","Georgia","130","McIntosh","1910","Mcintosh",1417,354,4,0,45,6,543,8,3,426,43
"G1301930","1900","Georgia","130","Macon","1930","Macon",2961,288,74,31,893,15,200,26,33,1068,321
"G1301950","1900","Georgia","130","Madison","1950","Madison",2588,518,59,72,1395,11,58,9,23,330,127
"G1301970","1900","Georgia","130","Marion","1970","Marion",1965,371,83,25,762,7,73,7,30,450,165
"G1301990","1900","Georgia","130","Meriwether","1990","Meriwether",4485,635,85,25,2156,18,217,21,20,1234,161
"G1302010","1900","Georgia","130","Miller","2010","Miller",1303,326,36,16,337,25,18,0,2,301,226
"G1302015","1900","Georgia","130","Milton","2015","Milton",1315,390,55,5,607,9,49,4,12,162,27
"G1302050","1900","Georgia","130","Mitchell","2050","Mitchell",2934,444,70,175,1121,16,141,19,4,842,110
"G1302070","1900","Georgia","130","Monroe","2070","Monroe",4007,491,199,55,1665,17,177,6,30,1117,266
"G1302090","1900","Georgia","130","Montgomery","2090","Montgomery",3056,888,98,9,521,3,188,30,13,1195,74
"G1302110","1900","Georgia","130","Morgan","2110","Morgan",3384,242,93,71,1516,12,177,31,10,1129,143
"G1302130","1900","Georgia","130","Murray","2130","Murray",1593,500,80,51,680,6,21,3,23,207,30
"G1302150","1900","Georgia","130","Muscogee","2150","Muscogee",5879,237,40,4,688,2,842,134,19,4430,149
"G1302170","1900","Georgia","130","Newton","2170","Newton",3248,391,124,19,1451,6,210,72,16,959,69
"G1302190","1900","Georgia","130","Oconee","2190","Oconee",1741,267,90,12,748,2,63,6,8,522,27
"G1302210","1900","Georgia","130","Oglethorpe","2210","Oglethorpe",3442,323,133,35,1811,15,48,3,3,659,415
"G1302230","1900","Georgia","130","Paulding","2230","Paulding",2478,762,110,141,1063,27,41,2,66,229,70
"G1302270","1900","Georgia","130","Pickens","2270","Pickens",1659,562,26,32,554,5,69,7,34,358,33
"G1302290","1900","Georgia","130","Pierce","2290","Pierce",1504,588,73,21,175,4,62,4,52,436,54
