GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,A47001,A48001,A48002,A49001,A49002,A49003,A49004,A49005,A49006,A49007,A49008,A49009,A49010
"G0501450","1910","Arkansas","050","White","1450","White",5968,3807,2161,1711,554,96,1445,1,851,143,47,1065,55
"G0501470","1910","Arkansas","050","Woodruff","1470","Woodruff",4352,3041,1311,308,124,18,2586,5,419,91,19,670,112
"G0501490","1910","Arkansas","050","Yell","1490","Yell",5336,3749,1587,1449,299,13,1983,5,520,68,43,869,87
"G0600010","1910","California","060","Alameda","0010","Alameda",59993,2318,57675,1232,454,7,624,1,16079,11315,195,29170,916
"G0600030","1910","California","060","Alpine","0030","Alpine",69,31,38,16,7,0,8,0,16,0,2,20,0
"G0600050","1910","California","060","Amador","0050","Amador",2126,506,1620,355,65,3,75,8,735,52,16,788,29
"G0600070","1910","California","060","Butte","0070","Butte",6397,1396,5001,726,425,9,229,7,1617,618,66,2411,289
"G0600090","1910","California","060","Calaveras","0090","Calaveras",2426,613,1813,451,81,2,77,2,736,61,60,868,88
"G0600110","1910","California","060","Colusa","0110","Colusa",1763,617,1146,244,169,0,204,0,454,89,14,542,47
"G0600130","1910","California","060","Contra Costa","0130","Contra Costa",6795,1421,5374,681,227,7,504,2,1638,788,48,2733,167
"G0600150","1910","California","060","Del Norte","0150","Del Norte",572,104,468,52,19,0,33,0,171,26,13,256,2
"G0600170","1910","California","060","El Dorado","0170","El Dorado",2175,709,1466,506,125,1,73,4,578,55,29,687,117
"G0600190","1910","California","060","Fresno","0190","Fresno",17571,6018,11553,2076,2954,26,936,26,3067,1461,240,6135,650
"G0600210","1910","California","060","Glenn","0210","Glenn",1530,636,894,293,186,2,154,1,285,88,12,408,101
"G0600230","1910","California","060","Humboldt","0230","Humboldt",7968,1671,6297,838,279,1,535,18,1996,569,35,3313,384
"G0600250","1910","California","060","Imperial","0250","Imperial",3831,1276,2555,557,200,12,505,2,555,163,47,1643,147
"G0600270","1910","California","060","Inyo","0270","Inyo",1797,444,1353,251,107,1,83,2,477,50,54,681,91
"G0600290","1910","California","060","Kern","0290","Kern",7819,1160,6659,541,282,18,314,5,1575,514,98,4201,271
"G0600310","1910","California","060","Kings","0310","Kings",3807,1725,2082,614,695,3,405,8,556,265,15,1121,125
"G0600330","1910","California","060","Lake","0330","Lake",1533,653,880,351,142,4,152,4,320,88,49,383,40
"G0600350","1910","California","060","Lassen","0350","Lassen",1184,529,655,309,119,0,96,5,274,32,39,282,28
"G0600370","1910","California","060","Los Angeles","0370","Los Angeles",127362,6815,120547,2831,1951,56,1932,45,31144,25370,866,59563,3604
"G0600390","1910","California","060","Madera","0390","Madera",1707,546,1161,278,102,5,153,8,302,105,25,493,236
"G0600410","1910","California","060","Marin","0410","Marin",5232,509,4723,126,76,5,302,0,1774,747,23,1951,228
"G0600430","1910","California","060","Mariposa","0430","Mariposa",1061,313,748,238,36,0,36,3,304,6,24,347,67
"G0600450","1910","California","060","Mendocino","0450","Mendocino",5977,1355,4622,806,245,27,269,8,1233,192,72,2820,305
"G0600470","1910","California","060","Merced","0470","Merced",3256,1801,1455,592,737,7,444,21,357,180,13,798,107
"G0600490","1910","California","060","Modoc","0490","Modoc",1445,731,714,433,150,1,144,3,288,62,23,322,19
"G0600510","1910","California","060","Mono","0510","Mono",594,69,525,54,3,0,12,0,163,5,10,312,35
"G0600530","1910","California","060","Monterey","0530","Monterey",5898,1631,4267,739,282,16,588,6,1547,419,41,2012,248
"G0600550","1910","California","060","Napa","0550","Napa",4272,1457,2815,725,386,5,337,4,907,330,11,1480,87
"G0600570","1910","California","060","Nevada","0570","Nevada",3930,516,3414,377,69,0,70,0,1512,144,34,1690,34
"G0600590","1910","California","060","Orange","0590","Orange",8844,2972,5872,1280,1138,7,544,3,1933,874,71,2898,96
"G0600610","1910","California","060","Placer","0610","Placer",4412,1052,3360,474,261,2,314,1,1133,267,54,1825,81
"G0600630","1910","California","060","Plumas","0630","Plumas",1362,214,1148,125,45,9,34,1,481,20,138,459,50
"G0600650","1910","California","060","Riverside","0650","Riverside",8776,2344,6432,1052,794,53,390,55,1804,915,75,3425,213
"G0600670","1910","California","060","Sacramento","0670","Sacramento",14997,1657,13340,707,342,15,589,4,2877,2060,121,7675,607
"G0600690","1910","California","060","San Benito","0690","San Benito",2083,855,1228,350,242,6,250,7,356,75,28,724,45
"G0600710","1910","California","060","San Bernardino","0710","San Bernardino",14502,2387,12115,1193,911,16,265,2,3211,1917,243,6390,354
"G0600730","1910","California","060","San Diego","0730","San Diego",16361,2245,14116,1308,476,20,405,36,4101,1950,103,7366,596
"G0600750","1910","California","060","San Francisco","0750","San Francisco",86414,127,86287,45,18,3,60,1,16284,10978,172,55886,2967
"G0600770","1910","California","060","San Joaquin","0770","San Joaquin",11259,2972,8287,1110,1008,10,815,29,2210,1130,196,4137,614
"G0600790","1910","California","060","San Luis Obispo","0790","San Luis Obispo",4498,1659,2839,677,317,9,650,6,933,346,37,1450,73
"G0600810","1910","California","060","San Mateo","0810","San Mateo",6020,645,5375,258,42,6,336,3,1814,1452,46,1823,240
"G0600830","1910","California","060","Santa Barbara","0830","Santa Barbara",6866,1207,5659,482,193,3,524,5,1717,606,36,3116,184
"G0600850","1910","California","060","Santa Clara","0850","Santa Clara",20798,4246,16552,1928,1352,31,930,5,5571,2673,81,7786,441
"G0600870","1910","California","060","Santa Cruz","0870","Santa Cruz",6997,1380,5617,611,398,27,342,2,1919,577,205,2787,129
"G0600890","1910","California","060","Shasta","0890","Shasta",4323,971,3352,640,161,1,167,2,1002,150,135,1976,89
"G0600910","1910","California","060","Sierra","0910","Sierra",1016,100,916,70,19,0,10,1,561,21,5,297,32
"G0600930","1910","California","060","Siskiyou","0930","Siskiyou",4504,1075,3429,673,237,11,153,1,1131,181,75,1963,79
"G0600950","1910","California","060","Solano","0950","Solano",6314,1073,5241,415,292,7,358,1,1660,389,53,2945,194
"G0600970","1910","California","060","Sonoma","0970","Sonoma",12114,4721,7393,2234,1489,12,966,20,2558,796,75,3611,353
"G0600990","1910","California","060","Stanislaus","0990","Stanislaus",5326,2605,2721,846,1247,6,499,7,919,313,39,1115,335
"G0601010","1910","California","060","Sutter","1010","Sutter",1491,841,650,354,272,4,209,2,278,56,17,219,80
"G0601030","1910","California","060","Tehama","1030","Tehama",2697,972,1725,518,279,2,172,1,573,104,18,992,38
"G0601050","1910","California","060","Trinity","1050","Trinity",882,276,606,210,33,1,31,1,318,9,2,270,7
"G0601070","1910","California","060","Tulare","1070","Tulare",8431,3756,4675,1715,1382,21,630,8,1274,550,85,2515,251
"G0601090","1910","California","060","Tuolumne","1090","Tuolumne",2554,365,2189,265,61,1,37,1,868,83,37,1109,92
"G0601110","1910","California","060","Ventura","1110","Ventura",4323,1127,3196,457,332,7,330,1,806,314,44,1883,149
"G0601130","1910","California","060","Yolo","1130","Yolo",3309,1171,2138,450,363,4,345,9,825,188,10,1005,110
"G0601150","1910","California","060","Yuba","1150","Yuba",2073,430,1643,240,77,1,108,4,493,85,15,889,161
"G0800010","1910","Colorado","080","Adams","0010","Adams",2102,1362,740,791,201,24,332,14,196,87,32,296,129
"G0800050","1910","Colorado","080","Arapahoe","0050","Arapahoe",2605,974,1631,575,188,3,207,1,563,354,15,641,58
"G0800070","1910","Colorado","080","Archuleta","0070","Archuleta",826,257,569,166,35,1,50,5,100,16,6,423,24
"G0800090","1910","Colorado","080","Baca","0090","Baca",678,541,137,516,15,1,4,5,89,0,1,7,40
"G0800110","1910","Colorado","080","Bent","0110","Bent",1083,442,641,152,121,4,161,4,178,85,8,308,62
"G0800130","1910","Colorado","080","Boulder","0130","Boulder",7577,1159,6418,442,288,15,408,6,2217,926,65,3008,202
"G0800150","1910","Colorado","080","Chaffee","0150","Chaffee",2021,217,1804,110,66,0,40,1,574,190,7,983,50
"G0800170","1910","Colorado","080","Cheyenne","0170","Cheyenne",1235,1118,117,1064,31,5,9,9,45,3,3,51,15
"G0800190","1910","Colorado","080","Clear Creek","0190","Clear Creek",1379,28,1351,17,8,0,3,0,525,72,4,701,49
"G0800210","1910","Colorado","080","Conejos","0210","Conejos",2398,791,1607,504,87,14,170,16,645,51,12,861,38
"G0800230","1910","Colorado","080","Costilla","0230","Costilla",1279,382,897,174,121,6,78,3,575,19,8,261,34
"G0800270","1910","Colorado","080","Custer","0270","Custer",521,256,265,167,39,4,46,0,125,2,1,112,25
"G0800290","1910","Colorado","080","Delta","0290","Delta",3258,1679,1579,705,684,4,281,5,475,265,17,780,42
"G0800310","1910","Colorado","080","Denver","0310","Denver",51339,207,51132,73,62,15,56,1,10659,6717,248,31286,2222
"G0800330","1910","Colorado","080","Dolores","0330","Dolores",198,21,177,15,1,0,5,0,92,3,0,81,1
"G0800350","1910","Colorado","080","Douglas","0350","Douglas",764,419,345,195,105,4,115,0,91,23,23,194,14
"G0800370","1910","Colorado","080","Eagle","0370","Eagle",781,251,530,126,73,4,48,0,179,23,12,305,11
"G0800390","1910","Colorado","080","Elbert","0390","Elbert",1389,1153,236,922,150,1,80,0,113,15,4,80,24
"G0800410","1910","Colorado","080","El Paso","0410","El Paso",11118,1247,9871,880,158,6,202,1,2562,1746,88,5187,288
"G0800430","1910","Colorado","080","Fremont","0430","Fremont",4293,848,3445,503,191,18,135,1,1186,295,37,1834,93
"G0800450","1910","Colorado","080","Garfield","0450","Garfield",2475,924,1551,460,278,8,178,0,385,118,11,978,59
"G0800470","1910","Colorado","080","Gilpin","0470","Gilpin",1134,45,1089,28,7,0,10,0,520,46,3,498,22
"G0800490","1910","Colorado","080","Grand","0490","Grand",502,249,253,174,51,0,24,0,58,15,26,134,20
"G0800510","1910","Colorado","080","Gunnison","0510","Gunnison",1533,258,1275,111,119,2,24,2,393,40,113,695,34
"G0800530","1910","Colorado","080","Hinsdale","0530","Hinsdale",197,20,177,14,5,0,1,0,72,9,0,92,4
"G0800550","1910","Colorado","080","Huerfano","0550","Huerfano",2901,498,2403,343,69,4,80,2,549,46,242,1460,106
"G0800570","1910","Colorado","080","Jackson","0570","Jackson",286,171,115,101,54,0,16,0,29,2,2,60,22
"G0800590","1910","Colorado","080","Jefferson","0590","Jefferson",3321,1372,1949,556,422,8,386,0,689,213,14,969,64
"G0800610","1910","Colorado","080","Kiowa","0610","Kiowa",942,655,287,615,14,1,24,1,152,5,1,75,54
"G0800630","1910","Colorado","080","Kit Carson","0630","Kit Carson",2315,1937,378,1815,37,43,36,6,207,16,2,110,43
"G0800650","1910","Colorado","080","Lake","0650","Lake",2923,42,2881,27,7,1,7,0,1386,139,9,1293,54
"G0800670","1910","Colorado","080","La Plata","0670","La Plata",2510,790,1720,411,172,71,131,5,480,117,85,935,103
"G0800690","1910","Colorado","080","Larimer","0690","Larimer",5938,1787,4151,689,482,6,607,3,1230,631,141,2024,125
"G0800710","1910","Colorado","080","Las Animas","0710","Las Animas",7629,915,6714,586,94,13,220,2,1495,169,122,4572,356
"G0800730","1910","Colorado","080","Lincoln","0730","Lincoln",1588,1256,332,1207,26,1,13,9,177,7,6,109,33
"G0800750","1910","Colorado","080","Logan","0750","Logan",2419,1364,1055,876,151,148,184,5,287,136,13,525,94
"G0800770","1910","Colorado","080","Mesa","0770","Mesa",5384,2187,3197,770,1084,11,320,2,831,647,10,1629,80
"G0800790","1910","Colorado","080","Mineral","0790","Mineral",412,7,405,6,1,0,0,0,237,2,4,133,29
"G0800830","1910","Colorado","080","Montezuma","0830","Montezuma",1246,586,660,368,104,5,109,0,182,28,9,286,155
"G0800850","1910","Colorado","080","Montrose","0850","Montrose",2471,1115,1356,507,304,9,291,4,407,165,14,737,33
"G0800870","1910","Colorado","080","Morgan","0870","Morgan",2316,1073,1243,583,197,36,255,2,309,203,32,662,37
"G0800890","1910","Colorado","080","Otero","0890","Otero",4586,1462,3124,445,408,33,564,12,817,481,53,1669,104
"G0800910","1910","Colorado","080","Ouray","0910","Ouray",900,188,712,98,47,1,42,0,211,25,2,424,50
"G0800930","1910","Colorado","080","Park","0930","Park",658,192,466,131,27,0,32,2,185,12,3,223,43
"G0800950","1910","Colorado","080","Phillips","0950","Phillips",778,499,279,320,82,3,94,0,127,21,0,124,7
"G0800970","1910","Colorado","080","Pitkin","0970","Pitkin",1172,194,978,99,66,4,24,1,582,14,4,341,37
"G0800990","1910","Colorado","080","Prowers","0990","Prowers",2281,1019,1262,517,177,16,300,9,284,223,43,635,77
"G0801010","1910","Colorado","080","Pueblo","1010","Pueblo",11009,1099,9910,549,272,11,266,1,2512,982,84,5884,448
"G0801030","1910","Colorado","080","Rio Blanco","1030","Rio Blanco",610,325,285,184,90,0,48,3,110,33,1,121,20
"G0801050","1910","Colorado","080","Rio Grande","1050","Rio Grande",1472,482,990,115,157,19,188,3,329,163,8,431,59
"G0801070","1910","Colorado","080","Routt","1070","Routt",2014,1056,958,722,163,18,130,23,269,65,35,465,124
"G0801090","1910","Colorado","080","Saguache","1090","Saguache",1103,357,746,170,55,14,99,19,261,12,97,320,56
"G0801110","1910","Colorado","080","San Juan","1110","San Juan",676,0,676,0,0,0,0,0,219,41,4,393,19
"G0801130","1910","Colorado","080","San Miguel","1130","San Miguel",1065,150,915,84,40,0,22,4,271,21,23,563,37
"G0801150","1910","Colorado","080","Sedgwick","1150","Sedgwick",758,443,315,263,57,4,119,0,106,28,3,161,17
"G0801170","1910","Colorado","080","Summit","1170","Summit",607,79,528,42,29,0,8,0,277,11,0,235,5
"G0801190","1910","Colorado","080","Teller","1190","Teller",4206,184,4022,141,9,1,33,0,1687,140,11,2016,168
"G0801210","1910","Colorado","080","Washington","1210","Washington",1729,1394,335,1247,89,1,56,1,191,22,1,116,5
"G0801230","1910","Colorado","080","Weld","1230","Weld",9284,4238,5046,2106,669,20,1435,8,1522,761,80,2341,342
"G0801250","1910","Colorado","080","Yuma","1250","Yuma",2273,1804,469,1483,181,0,140,0,244,32,4,146,43
"G0900010","1910","Connecticut","090","Fairfield","0010","Fairfield",54345,4475,49870,2408,1462,7,591,7,6409,8845,235,33369,1012
"G0900030","1910","Connecticut","090","Hartford","0030","Hartford",54065,5091,48974,2308,2273,13,489,8,5036,8589,163,34306,880
"G0900050","1910","Connecticut","090","Litchfield","0050","Litchfield",16003,3754,12249,1831,1353,8,543,19,2365,2196,86,7259,343
"G0900070","1910","Connecticut","090","Middlesex","0070","Middlesex",10109,1797,8312,1032,637,11,117,0,2309,1260,30,4537,176
"G0900090","1910","Connecticut","090","New Haven","0090","New Haven",73128,3564,69564,1640,1533,23,362,6,7574,12593,211,47958,1228
"G0900110","1910","Connecticut","090","New London","0110","New London",21524,2998,18526,1558,969,14,453,4,3552,2369,97,12187,321
"G0900130","1910","Connecticut","090","Tolland","0130","Tolland",6345,2146,4199,1071,898,12,165,0,837,476,51,2719,116
"G0900150","1910","Connecticut","090","Windham","0150","Windham",11140,2306,8834,1369,620,5,308,4,1416,652,51,6597,118
"G1000010","1910","Delaware","100","Kent","0010","Kent",7804,2992,4812,770,680,31,1503,8,1495,513,83,2604,117
"G1000030","1910","Delaware","100","New Castle","0030","New Castle",26099,2156,23943,532,574,19,1018,13,3330,3612,254,15937,810
"G1000050","1910","Delaware","100","Sussex","0050","Sussex",11048,5390,5658,2479,853,36,2019,3,1895,414,224,2870,255
"G1100010","1910","District Of Columbia","110","District Of Columbia","0010","District Of Columbia",71339,147,71192,71,19,6,51,0,9847,7159,273,51556,2357
"G1200010","1910","Florida","120","Alachua","0010","Alachua",7820,2895,4925,1809,316,6,759,5,1367,175,59,3177,147
"G1200030","1910","Florida","120","Baker","0030","Baker",967,395,572,266,49,0,80,0,139,15,7,394,17
"G1200070","1910","Florida","120","Bradford","0070","Bradford",3010,1574,1436,853,240,7,471,3,344,47,23,777,245
"G1200090","1910","Florida","120","Brevard","0090","Brevard",1221,332,889,252,41,2,33,4,365,24,28,377,95
"G1200130","1910","Florida","120","Calhoun","0130","Calhoun",1593,614,979,402,83,5,124,0,232,16,86,586,59
"G1200170","1910","Florida","120","Citrus","0170","Citrus",1901,170,1731,148,2,1,17,2,281,17,9,1343,81
"G1200190","1910","Florida","120","Clay","0190","Clay",1464,389,1075,317,17,3,52,0,322,44,20,661,28
"G1200230","1910","Florida","120","Columbia","0230","Columbia",3428,1724,1704,772,302,2,647,1,394,46,18,1189,57
"G1200250","1910","Florida","120","Dade","0250","Dade",3458,668,2790,453,76,16,121,2,628,247,22,1781,112
"G1200270","1910","Florida","120","De Soto","0270","De Soto",3104,1127,1977,908,64,10,136,9,724,49,40,947,217
"G1200310","1910","Florida","120","Duval","0310","Duval",17299,897,16402,632,52,15,196,2,3214,1158,162,11061,807
"G1200330","1910","Florida","120","Escambia","0330","Escambia",8864,897,7967,640,79,10,166,2,1674,461,166,5351,315
"G1200370","1910","Florida","120","Franklin","0370","Franklin",1441,20,1421,14,2,1,3,0,475,62,25,820,39
"G1200390","1910","Florida","120","Gadsden","0390","Gadsden",4527,1850,2677,942,161,3,743,1,513,91,130,1828,115
"G1200470","1910","Florida","120","Hamilton","0470","Hamilton",2479,1130,1349,448,128,1,553,0,264,49,9,878,149
"G1200530","1910","Florida","120","Hernando","0530","Hernando",1203,297,906,229,21,0,46,1,161,13,0,712,20
"G1200570","1910","Florida","120","Hillsborough","0570","Hillsborough",17454,1861,15593,1521,175,2,159,4,3558,1430,135,9645,825
"G1200590","1910","Florida","120","Holmes","0590","Holmes",2324,1305,1019,701,233,1,367,3,183,43,6,681,106
"G1200630","1910","Florida","120","Jackson","0630","Jackson",6272,3990,2282,1694,470,32,1789,5,282,50,168,1538,244
"G1200650","1910","Florida","120","Jefferson","0650","Jefferson",3594,1999,1595,501,61,56,1365,16,360,28,12,570,625
"G1200670","1910","Florida","120","Lafayette","0670","Lafayette",1411,680,731,514,33,1,130,2,89,12,18,467,145
"G1200690","1910","Florida","120","Lake","0690","Lake",2551,766,1785,623,37,9,97,0,506,46,26,1116,91
"G1200710","1910","Florida","120","Lee","0710","Lee",1414,459,955,371,36,2,46,4,247,12,10,528,158
"G1200730","1910","Florida","120","Leon","0730","Leon",4262,2113,2149,462,67,64,1511,9,468,102,23,1311,245
"G1200750","1910","Florida","120","Levy","0750","Levy",2435,771,1664,587,46,1,137,0,284,8,28,1300,44
"G1200770","1910","Florida","120","Liberty","0770","Liberty",969,297,672,265,18,0,14,0,82,8,3,565,14
"G1200790","1910","Florida","120","Madison","0790","Madison",3522,1959,1563,581,179,19,1174,6,262,28,16,1030,227
"G1200810","1910","Florida","120","Manatee","0810","Manatee",2305,682,1623,415,115,3,149,0,406,166,10,975,66
"G1200830","1910","Florida","120","Marion","0830","Marion",6516,2004,4512,1670,100,5,227,2,1396,80,124,2657,255
"G1200870","1910","Florida","120","Monroe","0870","Monroe",4686,57,4629,25,2,3,27,0,766,153,234,3195,281
"G1200890","1910","Florida","120","Nassau","0890","Nassau",2485,448,2037,408,8,1,31,0,804,62,13,1097,61
"G1200950","1910","Florida","120","Orange","0950","Orange",4763,1216,3547,979,102,11,123,1,1054,227,94,1862,310
"G1200970","1910","Florida","120","Osceola","0970","Osceola",1315,296,1019,257,12,2,24,1,452,52,12,382,121
"G1200990","1910","Florida","120","Palm Beach","0990","Palm Beach",1670,360,1310,229,74,0,54,3,363,79,27,584,257
"G1201010","1910","Florida","120","Pasco","1010","Pasco",1797,596,1201,499,32,2,62,1,195,23,5,890,88
"G1201050","1910","Florida","120","Polk","1050","Polk",5632,1244,4388,963,111,5,162,3,890,124,89,3061,224
"G1201070","1910","Florida","120","Putnam","1070","Putnam",3336,873,2463,747,44,1,79,2,618,130,188,1317,210
"G1201090","1910","Florida","120","St Johns","1090","St Johns",3426,375,3051,259,80,4,32,0,806,131,47,1692,375
"G1201110","1910","Florida","120","St Lucie","1110","St Lucie",1047,369,678,268,74,1,25,1,149,43,36,420,30
"G1201130","1910","Florida","120","Santa Rosa","1130","Santa Rosa",3198,948,2250,662,135,5,146,0,485,31,193,1474,67
"G1201190","1910","Florida","120","Sumter","1190","Sumter",1565,741,824,572,19,2,144,4,257,8,10,492,57
"G1201210","1910","Florida","120","Suwannee","1210","Suwannee",3836,2148,1688,1224,328,9,587,0,526,52,22,882,206
"G1201230","1910","Florida","120","Taylor","1230","Taylor",1566,531,1035,342,44,1,144,0,119,12,6,718,180
"G1201270","1910","Florida","120","Volusia","1270","Volusia",4258,734,3524,612,59,2,61,0,1297,339,59,1605,224
"G1201290","1910","Florida","120","Wakulla","1290","Wakulla",1055,308,747,163,14,49,81,1,230,5,68,421,23
"G1201310","1910","Florida","120","Walton","1310","Walton",3398,1093,2305,808,95,7,182,1,651,39,30,1469,116
"G1201330","1910","Florida","120","Washington","1330","Washington",3581,1284,2297,939,65,2,276,2,689,57,15,1428,108
"G1300010","1910","Georgia","130","Appling","0010","Appling",2395,1474,921,732,185,9,546,2,183,22,18,655,43
"G1300070","1910","Georgia","130","Baker","0070","Baker",1800,1290,510,233,49,11,993,4,39,5,5,453,8
"G1300090","1910","Georgia","130","Baldwin","0090","Baldwin",3227,1307,1920,213,34,25,1033,2,542,53,11,1239,75
"G1300110","1910","Georgia","130","Banks","0110","Banks",2180,1935,245,449,129,3,1353,1,74,6,1,156,8
"G1300150","1910","Georgia","130","Bartow","0150","Bartow",5196,2733,2463,615,164,16,1935,3,636,98,27,1563,139
"G1300170","1910","Georgia","130","Ben Hill","0170","Ben Hill",2825,994,1831,409,139,0,446,0,437,197,16,1135,46
"G1300190","1910","Georgia","130","Berrien","0190","Berrien",4650,2385,2265,1051,160,23,1149,2,531,97,61,1515,61
"G1300210","1910","Georgia","130","Bibb","0210","Bibb",13766,1249,12517,352,81,13,801,2,2242,573,286,8649,767
"G1300270","1910","Georgia","130","Brooks","0270","Brooks",4812,2531,2281,730,251,52,1493,5,329,116,49,1660,127
"G1300290","1910","Georgia","130","Bryan","0290","Bryan",1402,704,698,434,28,4,237,1,85,10,48,520,35
"G1300310","1910","Georgia","130","Bulloch","0310","Bulloch",5038,3454,1584,1307,219,13,1912,3,348,28,28,1107,73
"G1300330","1910","Georgia","130","Burke","0330","Burke",6594,4013,2581,425,76,18,3487,7,249,14,20,2157,141
"G1300350","1910","Georgia","130","Butts","0350","Butts",2749,1623,1126,294,47,36,1160,86,274,12,14,713,113
"G1300370","1910","Georgia","130","Calhoun","0370","Calhoun",2531,1415,1116,163,40,12,1176,24,192,16,11,825,72
"G1300390","1910","Georgia","130","Camden","0390","Camden",1562,858,704,691,38,0,125,4,242,13,3,402,44
"G1300395","1910","Georgia","130","Campbell","0395","Campbell",2164,1520,644,415,89,9,1004,3,165,33,16,385,45
"G1300450","1910","Georgia","130","Carroll","0450","Carroll",6280,4679,1601,1577,346,8,2743,5,450,50,93,885,123
"G1300470","1910","Georgia","130","Catoosa","0470","Catoosa",1309,1014,295,496,54,1,463,0,59,3,6,207,20
"G1300490","1910","Georgia","130","Charlton","0490","Charlton",1036,428,608,301,38,2,87,0,101,30,14,428,35
"G1300510","1910","Georgia","130","Chatham","0510","Chatham",20000,391,19609,191,11,3,184,2,2349,551,183,15771,755
"G1300530","1910","Georgia","130","Chattahoochee","0530","Chattahoochee",1121,737,384,121,41,2,573,0,34,3,3,323,21
"G1300550","1910","Georgia","130","Chattooga","0550","Chattooga",2697,1762,935,476,139,4,1136,7,171,21,6,686,51
"G1300570","1910","Georgia","130","Cherokee","0570","Cherokee",3320,2384,936,950,115,10,1309,0,249,14,26,622,25
"G1300590","1910","Georgia","130","Clarke","0590","Clarke",5100,1221,3879,269,107,0,845,0,914,204,17,2662,82
"G1300610","1910","Georgia","130","Clay","0610","Clay",1896,1125,771,150,50,11,911,3,155,24,2,521,69
"G1300630","1910","Georgia","130","Clayton","0630","Clayton",2030,1524,506,435,78,2,1008,1,148,9,2,322,25
"G1300650","1910","Georgia","130","Clinch","0650","Clinch",1887,717,1170,424,43,3,235,12,143,11,10,992,14
"G1300670","1910","Georgia","130","Cobb","0670","Cobb",5910,3063,2847,1126,409,12,1512,4,815,136,24,1769,103
"G1300690","1910","Georgia","130","Coffee","0690","Coffee",4436,1819,2617,768,212,20,814,5,426,73,40,1977,101
"G1300710","1910","Georgia","130","Colquitt","0710","Colquitt",4121,2200,1921,865,273,10,1047,5,413,51,17,1184,256
"G1300730","1910","Georgia","130","Columbia","0730","Columbia",2580,1894,686,322,57,21,1484,10,98,5,7,509,67
"G1300770","1910","Georgia","130","Coweta","0770","Coweta",5934,3384,2550,490,74,11,2805,4,680,68,20,1646,136
"G1300790","1910","Georgia","130","Crawford","0790","Crawford",1668,1121,547,295,101,2,718,5,64,4,4,452,23
"G1300810","1910","Georgia","130","Crisp","0810","Crisp",3609,1409,2200,303,99,22,985,0,635,48,16,1441,60
"G1300830","1910","Georgia","130","Dade","0830","Dade",833,448,385,295,21,2,130,0,95,2,10,258,20
"G1300850","1910","Georgia","130","Dawson","0850","Dawson",970,916,54,446,20,2,448,0,22,0,1,30,1
"G1300870","1910","Georgia","130","Decatur","0870","Decatur",6101,2918,3183,1056,301,58,1498,5,456,72,81,2443,131
"G1300890","1910","Georgia","130","DeKalb","0890","De Kalb",5841,2528,3313,890,145,8,1482,3,987,395,22,1819,90
"G1300910","1910","Georgia","130","Dodge","0910","Dodge",3958,2561,1397,749,214,15,1568,15,274,32,20,966,105
"G1300930","1910","Georgia","130","Dooly","0930","Dooly",4261,2732,1529,474,146,12,2097,3,264,23,14,1113,115
"G1300950","1910","Georgia","130","Dougherty","0950","Dougherty",4078,1028,3050,57,18,6,916,31,395,42,39,2297,277
"G1300970","1910","Georgia","130","Douglas","0970","Douglas",1802,1426,376,491,132,9,793,1,102,2,8,218,46
"G1300990","1910","Georgia","130","Early","0990","Early",3786,2424,1362,407,198,16,1801,2,228,18,15,984,117
"G1301010","1910","Georgia","130","Echols","1010","Echols",703,331,372,208,15,1,102,5,29,1,4,337,1
"G1301030","1910","Georgia","130","Effingham","1030","Effingham",2038,946,1092,593,128,2,223,0,262,46,6,740,38
"G1301050","1910","Georgia","130","Elbert","1050","Elbert",4570,2910,1660,585,181,2,2140,2,324,87,6,1180,63
"G1301070","1910","Georgia","130","Emanuel","1070","Emanuel",5021,3178,1843,927,158,5,2075,13,292,20,21,1339,171
"G1301110","1910","Georgia","130","Fannin","1110","Fannin",2491,1634,857,1035,31,1,566,1,320,12,9,496,20
"G1301130","1910","Georgia","130","Fayette","1130","Fayette",2215,1792,423,443,83,4,1261,1,87,10,5,253,68
"G1301150","1910","Georgia","130","Floyd","1150","Floyd",7698,2950,4748,830,249,16,1852,3,999,245,76,3264,164
"G1301170","1910","Georgia","130","Forsyth","1170","Forsyth",2399,2164,235,724,217,5,1217,1,64,10,7,135,19
"G1301190","1910","Georgia","130","Franklin","1190","Franklin",3521,2709,812,777,133,1,1798,0,259,22,7,489,35
"G1301210","1910","Georgia","130","Fulton","1210","Fulton",40264,1034,39230,349,78,13,593,1,5977,3354,369,28293,1237
"G1301230","1910","Georgia","130","Gilmer","1230","Gilmer",1829,1453,376,946,63,1,442,1,129,18,6,186,37
"G1301250","1910","Georgia","130","Glascock","1250","Glascock",994,767,227,180,32,3,548,4,55,3,1,128,40
"G1301270","1910","Georgia","130","Glynn","1270","Glynn",3690,152,3538,120,10,3,18,1,946,131,61,2237,163
"G1301290","1910","Georgia","130","Gordon","1290","Gordon",3250,2407,843,751,213,4,1435,4,324,16,9,436,58
"G1301310","1910","Georgia","130","Grady","1310","Grady",3780,2278,1502,771,245,5,1249,8,247,28,22,1050,155
"G1301330","1910","Georgia","130","Greene","1330","Greene",3991,2637,1354,441,151,5,2036,4,329,58,5,926,36
"G1301350","1910","Georgia","130","Gwinnett","1350","Gwinnett",5780,4114,1666,1244,321,18,2530,1,551,78,33,956,48
