GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,BXR001,BXS001,BXV001,BXV002,BXW001,BX8001
"G3800870","1940","North Dakota","380","Slope","0870","Slope",897,746,408,338,54.7,897
"G3800890","1940","North Dakota","380","Stark","0890","Stark",3599,3396,1863,1533,54.9,3599
"G3800910","1940","North Dakota","380","Steele","0910","Steele",1564,1425,667,758,46.8,1564
"G3800930","1940","North Dakota","380","Stutsman","0930","Stutsman",5676,5166,2294,2872,44.4,5676
"G3800950","1940","North Dakota","380","Towner","0950","Towner",1888,1755,768,987,43.8,1888
"G3800970","1940","North Dakota","380","Traill","0970","Traill",3042,2897,1565,1332,54.0,3042
"G3800990","1940","North Dakota","380","Walsh","0990","Walsh",4814,4555,2901,1654,63.7,4814
"G3801010","1940","North Dakota","380","Ward","1010","Ward",8567,8139,3443,4696,42.3,8567
"G3801030","1940","North Dakota","380","Wells","1030","Wells",2913,2682,1169,1513,43.6,2913
"G3801050","1940","North Dakota","380","Williams","1050","Williams",4571,4307,2281,2026,53.0,4571
"G3900010","1940","Ohio","390","Adams","0010","Adams",6106,5883,3376,2507,57.4,6106
"G3900030","1940","Ohio","390","Allen","0030","Allen",20650,20255,10599,9656,52.3,20650
"G3900050","1940","Ohio","390","Ashland","0050","Ashland",8984,8673,5344,3329,61.6,8984
"G3900070","1940","Ohio","390","Ashtabula","0070","Ashtabula",22327,19573,12311,7262,62.9,22327
"G3900090","1940","Ohio","390","Athens","0090","Athens",12713,12251,6457,5794,52.7,12713
"G3900110","1940","Ohio","390","Auglaize","0110","Auglaize",8139,7931,5066,2865,63.9,8139
"G3900130","1940","Ohio","390","Belmont","0130","Belmont",25597,25046,12480,12566,49.8,25597
"G3900150","1940","Ohio","390","Brown","0150","Brown",6629,6256,3806,2450,60.8,6629
"G3900170","1940","Ohio","390","Butler","0170","Butler",33366,32496,16104,16392,49.6,33366
"G3900190","1940","Ohio","390","Carroll","0190","Carroll",4958,4726,3138,1588,66.4,4958
"G3900210","1940","Ohio","390","Champaign","0210","Champaign",7516,7263,4040,3223,55.6,7516
"G3900230","1940","Ohio","390","Clark","0230","Clark",27540,26653,12171,14482,45.7,27540
"G3900250","1940","Ohio","390","Clermont","0250","Clermont",10208,9732,5968,3764,61.3,10208
"G3900270","1940","Ohio","390","Clinton","0270","Clinton",7005,6824,3686,3138,54.0,7005
"G3900290","1940","Ohio","390","Columbiana","0290","Columbiana",25307,24435,13964,10471,57.1,25307
"G3900310","1940","Ohio","390","Coshocton","0310","Coshocton",9196,8720,5364,3356,61.5,9196
"G3900330","1940","Ohio","390","Crawford","0330","Crawford",10755,10386,6128,4258,59.0,10755
"G3900350","1940","Ohio","390","Cuyahoga","0350","Cuyahoga",348063,336519,131571,204948,39.1,348063
"G3900370","1940","Ohio","390","Darke","0370","Darke",11494,11145,6182,4963,55.5,11494
"G3900390","1940","Ohio","390","Defiance","0390","Defiance",7152,6860,4243,2617,61.9,7152
"G3900410","1940","Ohio","390","Delaware","0410","Delaware",8072,7586,4544,3042,59.9,8072
"G3900430","1940","Ohio","390","Erie","0430","Erie",13748,12042,6902,5140,57.3,13748
"G3900450","1940","Ohio","390","Fairfield","0450","Fairfield",14572,13274,7795,5479,58.7,14572
"G3900470","1940","Ohio","390","Fayette","0470","Fayette",6256,6066,2944,3122,48.5,6256
"G3900490","1940","Ohio","390","Franklin","0490","Franklin",109737,105742,45008,60734,42.6,109737
"G3900510","1940","Ohio","390","Fulton","0510","Fulton",7087,6801,4329,2472,63.7,7087
"G3900530","1940","Ohio","390","Gallia","0530","Gallia",6400,6051,3717,2334,61.4,6400
"G3900550","1940","Ohio","390","Geauga","0550","Geauga",6027,5193,3303,1890,63.6,6027
"G3900570","1940","Ohio","390","Greene","0570","Greene",9959,9661,5076,4585,52.5,9959
"G3900590","1940","Ohio","390","Guernsey","0590","Guernsey",11672,11055,6721,4334,60.8,11672
"G3900610","1940","Ohio","390","Hamilton","0610","Hamilton",192218,181342,70071,111271,38.6,192218
"G3900630","1940","Ohio","390","Hancock","0630","Hancock",12198,11950,6803,5147,56.9,12198
"G3900650","1940","Ohio","390","Hardin","0650","Hardin",8261,7966,4418,3548,55.5,8261
"G3900670","1940","Ohio","390","Harrison","0670","Harrison",5794,5545,3326,2219,60.0,5794
"G3900690","1940","Ohio","390","Henry","0690","Henry",6594,6320,3696,2624,58.5,6594
"G3900710","1940","Ohio","390","Highland","0710","Highland",8320,8014,4576,3438,57.1,8320
"G3900730","1940","Ohio","390","Hocking","0730","Hocking",5988,5729,3042,2687,53.1,5988
"G3900750","1940","Ohio","390","Holmes","0750","Holmes",4736,4532,2962,1570,65.4,4736
"G3900770","1940","Ohio","390","Huron","0770","Huron",10334,9920,6236,3684,62.9,10334
"G3900790","1940","Ohio","390","Jackson","0790","Jackson",7381,7079,4619,2460,65.2,7381
"G3900810","1940","Ohio","390","Jefferson","0810","Jefferson",25119,24565,11306,13259,46.0,25119
"G3900830","1940","Ohio","390","Knox","0830","Knox",9571,9153,5444,3709,59.5,9571
"G3900850","1940","Ohio","390","Lake","0850","Lake",16471,13774,7865,5909,57.1,16471
"G3900870","1940","Ohio","390","Lawrence","0870","Lawrence",11896,11430,5848,5582,51.2,11896
"G3900890","1940","Ohio","390","Licking","0890","Licking",19818,18346,10745,7601,58.6,19818
"G3900910","1940","Ohio","390","Logan","0910","Logan",10919,8767,5278,3489,60.2,10919
"G3900930","1940","Ohio","390","Lorain","0930","Lorain",31666,30228,17502,12726,57.9,31666
"G3900950","1940","Ohio","390","Lucas","0950","Lucas",99965,96079,48197,47882,50.2,99965
"G3900970","1940","Ohio","390","Madison","0970","Madison",5660,5451,2474,2977,45.4,5660
"G3900990","1940","Ohio","390","Mahoning","0990","Mahoning",60283,59065,31306,27759,53.0,60283
"G3901010","1940","Ohio","390","Marion","1010","Marion",13119,12761,6892,5869,54.0,13119
"G3901030","1940","Ohio","390","Medina","1030","Medina",9961,9307,6077,3230,65.3,9961
"G3901050","1940","Ohio","390","Meigs","1050","Meigs",7145,6708,4245,2463,63.3,7145
"G3901070","1940","Ohio","390","Mercer","1070","Mercer",7188,6658,4387,2271,65.9,7188
"G3901090","1940","Ohio","390","Miami","1090","Miami",15433,15047,8077,6970,53.7,15433
"G3901110","1940","Ohio","390","Monroe","1110","Monroe",5337,4915,3383,1532,68.8,5337
"G3901130","1940","Ohio","390","Montgomery","1130","Montgomery",83963,82139,38478,43661,46.8,83963
"G3901150","1940","Ohio","390","Morgan","1150","Morgan",4426,3973,2535,1438,63.8,4426
"G3901170","1940","Ohio","390","Morrow","1170","Morrow",4771,4571,2863,1708,62.6,4771
"G3901190","1940","Ohio","390","Muskingum","1190","Muskingum",20602,19845,11094,8751,55.9,20602
