GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,BV2001,BV2002,BV2003,BV2004,BV2005,BV2006
"G2400150","1940","Maryland","240","Cecil","0150","Cecil",12925,11126,1322,1025,8,1
"G2400170","1940","Maryland","240","Charles","0170","Charles",5541,4843,3759,3469,0,0
"G2400190","1940","Maryland","240","Dorchester","0190","Dorchester",10145,9772,4248,3838,2,1
"G2400210","1940","Maryland","240","Frederick","0210","Frederick",26207,26400,2452,2245,3,5
"G2400230","1940","Maryland","240","Garrett","0230","Garrett",11533,10443,2,3,0,0
"G2400250","1940","Maryland","240","Harford","0250","Harford",16799,14277,2058,1923,2,1
"G2400270","1940","Maryland","240","Howard","0270","Howard",7430,6939,1490,1314,2,0
"G2400290","1940","Maryland","240","Kent","0290","Kent",4803,4601,2201,1856,2,2
"G2400310","1940","Maryland","240","Montgomery","0310","Montgomery",37000,37986,4284,4605,28,9
"G2400330","1940","Maryland","240","Prince Georges","0330","Prince Georges",37564,35653,8582,7642,31,18
"G2400350","1940","Maryland","240","Queen Anne's","0350","Queen Anne's",5224,4905,2395,1951,1,0
"G2400370","1940","Maryland","240","St Mary's","0370","St Mary's",5268,4633,2497,2227,1,0
"G2400390","1940","Maryland","240","Somerset","0390","Somerset",7067,6837,3638,3423,0,0
"G2400410","1940","Maryland","240","Talbot","0410","Talbot",6478,6570,2916,2816,4,0
"G2400430","1940","Maryland","240","Washington","0430","Washington",33380,33668,945,829,12,4
"G2400450","1940","Maryland","240","Wicomico","0450","Wicomico",13362,13673,3765,3712,11,7
"G2400470","1940","Maryland","240","Worcester","0470","Worcester",7320,7255,3447,3222,0,1
"G2405100","1940","Maryland","240","Baltimore City","5100","Baltimore City",341806,350899,80683,85160,427,125
"G2500010","1940","Massachusetts","250","Barnstable","0010","Barnstable",16946,17804,1196,990,204,155
"G2500030","1940","Massachusetts","250","Berkshire","0030","Berkshire",60072,61113,525,535,23,5
"G2500050","1940","Massachusetts","250","Bristol","0050","Bristol",174084,184300,3122,2837,195,99
"G2500070","1940","Massachusetts","250","Dukes","0070","Dukes",2537,2712,149,146,70,55
"G2500090","1940","Massachusetts","250","Essex","0090","Essex",240734,253667,835,879,146,52
"G2500110","1940","Massachusetts","250","Franklin","0110","Franklin",24740,24585,80,47,0,1
"G2500130","1940","Massachusetts","250","Hampden","0130","Hampden",160764,167687,1711,1873,53,19
"G2500150","1940","Massachusetts","250","Hampshire","0150","Hampshire",35453,36751,122,113,13,9
"G2500170","1940","Massachusetts","250","Middlesex","0170","Middlesex",464002,497784,4257,4926,336,85
"G2500190","1940","Massachusetts","250","Nantucket","0190","Nantucket",1535,1633,120,110,3,0
"G2500210","1940","Massachusetts","250","Norfolk","0210","Norfolk",153876,170038,468,622,135,41
"G2500230","1940","Massachusetts","250","Plymouth","0230","Plymouth",82175,82687,2265,1592,77,28
"G2500250","1940","Massachusetts","250","Suffolk","0250","Suffolk",406455,431009,11496,12538,1344,406
"G2500270","1940","Massachusetts","250","Worcester","0270","Worcester",249142,253311,894,943,125,55
"G2600010","1940","Michigan","260","Alcona","0010","Alcona",3023,2405,0,0,22,13
"G2600030","1940","Michigan","260","Alger","0030","Alger",5539,4569,21,18,10,10
"G2600050","1940","Michigan","260","Allegan","0050","Allegan",21506,20025,101,77,69,61
"G2600070","1940","Michigan","260","Alpena","0070","Alpena",10795,9961,1,0,4,5
"G2600090","1940","Michigan","260","Antrim","0090","Antrim",5783,5114,3,3,33,28
"G2600110","1940","Michigan","260","Arenac","0110","Arenac",4835,4335,0,1,38,24
"G2600130","1940","Michigan","260","Baraga","0130","Baraga",4781,3987,1,0,308,279
"G2600150","1940","Michigan","260","Barry","0150","Barry",11667,10930,5,9,2,0
"G2600170","1940","Michigan","260","Bay","0170","Bay",37736,36998,86,83,49,29
"G2600190","1940","Michigan","260","Benzie","0190","Benzie",3941,3742,36,33,28,20
"G2600210","1940","Michigan","260","Berrien","0210","Berrien",44148,42500,1268,1148,36,17
"G2600230","1940","Michigan","260","Branch","0230","Branch",13050,12737,30,23,2,3
"G2600250","1940","Michigan","260","Calhoun","0250","Calhoun",46051,45036,1552,1483,47,37
"G2600270","1940","Michigan","260","Cass","0270","Cass",10502,9917,800,641,25,25
"G2600290","1940","Michigan","260","Charlevoix","0290","Charlevoix",6600,6155,14,15,125,122
"G2600310","1940","Michigan","260","Cheboygan","0310","Cheboygan",7157,6367,8,3,56,53
"G2600330","1940","Michigan","260","Chippewa","0330","Chippewa",14627,12631,13,6,283,247
"G2600350","1940","Michigan","260","Clare","0350","Clare",4787,4371,0,0,2,3
"G2600370","1940","Michigan","260","Clinton","0370","Clinton",13825,12829,5,2,5,5
"G2600390","1940","Michigan","260","Crawford","0390","Crawford",2092,1654,0,0,12,7
"G2600410","1940","Michigan","260","Delta","0410","Delta",17810,15988,21,21,104,93
"G2600430","1940","Michigan","260","Dickinson","0430","Dickinson",15024,13701,2,1,3,0
"G2600450","1940","Michigan","260","Eaton","0450","Eaton",17619,16466,15,15,5,4
"G2600470","1940","Michigan","260","Emmet","0470","Emmet",7591,7441,37,34,367,321
"G2600490","1940","Michigan","260","Genesee","0490","Genesee",112195,108923,3294,3414,76,42
"G2600510","1940","Michigan","260","Gladwin","0510","Gladwin",4902,4470,10,3,0,0
"G2600530","1940","Michigan","260","Gogebic","0530","Gogebic",17120,14576,3,0,55,43
"G2600550","1940","Michigan","260","Grand Traverse","0550","Grand Traverse",11635,11618,22,16,51,48
"G2600570","1940","Michigan","260","Gratiot","0570","Gratiot",16546,15608,26,22,0,3
"G2600590","1940","Michigan","260","Hillsdale","0590","Hillsdale",14977,14108,3,2,2,0
"G2600610","1940","Michigan","260","Houghton","0610","Houghton",25192,22433,2,2,1,1
"G2600630","1940","Michigan","260","Huron","0630","Huron",17230,15348,2,3,1,0
"G2600650","1940","Michigan","260","Ingham","0650","Ingham",63955,64892,946,776,29,18
"G2600670","1940","Michigan","260","Ionia","0670","Ionia",18842,16452,370,24,21,1
"G2600690","1940","Michigan","260","Iosco","0690","Iosco",4454,4082,2,1,10,11
"G2600710","1940","Michigan","260","Iron","0710","Iron",11092,9139,4,2,4,2
"G2600730","1940","Michigan","260","Isabella","0730","Isabella",13322,12122,73,60,222,183
"G2600750","1940","Michigan","260","Jackson","0750","Jackson",47166,43027,2062,787,56,10
"G2600770","1940","Michigan","260","Kalamazoo","0770","Kalamazoo",49065,49744,633,611,22,10
"G2600790","1940","Michigan","260","Kalkaska","0790","Kalkaska",2741,2352,2,1,38,25
"G2600810","1940","Michigan","260","Kent","0810","Kent",119935,123501,1369,1433,53,47
"G2600830","1940","Michigan","260","Keweenaw","0830","Keweenaw",2207,1797,0,0,0,0
"G2600850","1940","Michigan","260","Lake","0850","Lake",2212,1859,359,360,3,5
"G2600870","1940","Michigan","260","Lapeer","0870","Lapeer",16395,15511,92,83,16,19
"G2600890","1940","Michigan","260","Leelanau","0890","Leelanau",4302,3867,3,0,137,127
"G2600910","1940","Michigan","260","Lenawee","0910","Lenawee",26217,26695,69,112,5,12
"G2600930","1940","Michigan","260","Livingston","0930","Livingston",10790,9992,28,22,18,13
"G2600950","1940","Michigan","260","Luce","0950","Luce",3974,3372,0,2,44,31
"G2600970","1940","Michigan","260","Mackinac","0970","Mackinac",4983,4207,4,2,139,103
"G2600990","1940","Michigan","260","Macomb","0990","Macomb",55360,50093,1103,1064,10,8
"G2601010","1940","Michigan","260","Manistee","1010","Manistee",9397,8846,57,50,52,48
"G2601030","1940","Michigan","260","Marquette","1030","Marquette",24741,22204,139,8,33,19
"G2601050","1940","Michigan","260","Mason","1050","Mason",9990,9215,32,33,60,48
"G2601070","1940","Michigan","260","Mecosta","1070","Mecosta",8726,7926,125,105,12,8
"G2601090","1940","Michigan","260","Menominee","1090","Menominee",13090,11680,0,0,57,56
"G2601110","1940","Michigan","260","Midland","1110","Midland",13970,13049,36,39,0,0
"G2601130","1940","Michigan","260","Missaukee","1130","Missaukee",4293,3715,1,2,12,11
"G2601150","1940","Michigan","260","Monroe","1150","Monroe",30075,27912,345,284,3,1
"G2601170","1940","Michigan","260","Montcalm","1170","Montcalm",14758,13729,51,33,4,6
"G2601190","1940","Michigan","260","Montmorency","1190","Montmorency",2084,1754,2,0,0,0
"G2601210","1940","Michigan","260","Muskegon","1210","Muskegon",47027,45581,958,823,49,63
"G2601230","1940","Michigan","260","Newaygo","1230","Newaygo",9951,9098,113,124,0,0
"G2601250","1940","Michigan","260","Oakland","1250","Oakland",127206,121455,2539,2768,55,45
"G2601270","1940","Michigan","260","Oceana","1270","Oceana",7612,7047,14,14,65,60
"G2601290","1940","Michigan","260","Ogemaw","1290","Ogemaw",4633,4086,1,0,0,0
"G2601310","1940","Michigan","260","Ontonagon","1310","Ontonagon",6463,4895,0,0,1,0
"G2601330","1940","Michigan","260","Osceola","1330","Osceola",7024,6258,14,12,1,0
"G2601350","1940","Michigan","260","Oscoda","1350","Oscoda",1342,1201,0,0,0,0
"G2601370","1940","Michigan","260","Otsego","1370","Otsego",3088,2726,1,2,7,3
"G2601390","1940","Michigan","260","Ottawa","1390","Ottawa",30604,28974,17,18,27,20
"G2601410","1940","Michigan","260","Presque Isle","1410","Presque Isle",6580,5668,1,0,1,0
"G2601430","1940","Michigan","260","Roscommon","1430","Roscommon",1960,1682,19,6,1,0
"G2601450","1940","Michigan","260","Saginaw","1450","Saginaw",64373,62482,1813,1604,108,88
"G2601470","1940","Michigan","260","St Clair","1470","St Clair",38258,36605,651,649,30,29
"G2601490","1940","Michigan","260","St Joseph","1490","St Joseph",15994,15616,73,60,5,1
"G2601510","1940","Michigan","260","Sanilac","1510","Sanilac",15931,14174,5,3,1,0
"G2601530","1940","Michigan","260","Schoolcraft","1530","Schoolcraft",5098,4348,4,2,35,37
"G2601550","1940","Michigan","260","Shiawassee","1550","Shiawassee",21120,20079,3,2,3,0
"G2601570","1940","Michigan","260","Tuscola","1570","Tuscola",18639,16966,37,27,13,12
"G2601590","1940","Michigan","260","Van Buren","1590","Van Buren",17689,16596,392,355,48,31
"G2601610","1940","Michigan","260","Washtenaw","1610","Washtenaw",38351,38685,1933,1705,97,39
"G2601630","1940","Michigan","260","Wayne","1630","Wayne",947997,902440,81599,81693,1348,546
"G2601650","1940","Michigan","260","Wexford","1650","Wexford",9097,8845,16,15,1,2
"G2700010","1940","Minnesota","270","Aitkin","0010","Aitkin",9633,8118,1,0,59,54
"G2700030","1940","Minnesota","270","Anoka","0030","Anoka",11338,11074,7,11,6,7
"G2700050","1940","Minnesota","270","Becker","0050","Becker",12997,11421,3,3,1085,1053
"G2700070","1940","Minnesota","270","Beltrami","0070","Beltrami",12626,10933,8,12,1287,1241
"G2700090","1940","Minnesota","270","Benton","0090","Benton",8428,7678,0,0,0,0
"G2700110","1940","Minnesota","270","Big Stone","0110","Big Stone",5514,4930,1,0,2,0
"G2700130","1940","Minnesota","270","Blue Earth","0130","Blue Earth",18265,17918,1,0,13,6
"G2700150","1940","Minnesota","270","Brown","0150","Brown",13025,12518,0,0,1,0
"G2700170","1940","Minnesota","270","Carlton","0170","Carlton",12652,11025,2,0,281,252
"G2700190","1940","Minnesota","270","Carver","0190","Carver",9291,8312,2,0,0,1
"G2700210","1940","Minnesota","270","Cass","0210","Cass",9999,8872,11,6,916,842
"G2700230","1940","Minnesota","270","Chippewa","0230","Chippewa",8850,8074,2,0,0,1
"G2700250","1940","Minnesota","270","Chisago","0250","Chisago",7054,6067,1,0,2,0
"G2700270","1940","Minnesota","270","Clay","0270","Clay",13128,12193,2,2,6,6
"G2700290","1940","Minnesota","270","Clearwater","0290","Clearwater",5948,4801,2,3,217,182
"G2700310","1940","Minnesota","270","Cook","0310","Cook",1610,1093,9,4,161,153
"G2700330","1940","Minnesota","270","Cottonwood","0330","Cottonwood",8435,7707,0,1,0,0
"G2700350","1940","Minnesota","270","Crow Wing","0350","Crow Wing",15839,14368,7,2,6,4
"G2700370","1940","Minnesota","270","Dakota","0370","Dakota",21168,18445,24,2,11,10
"G2700390","1940","Minnesota","270","Dodge","0390","Dodge",6809,6122,0,0,0,0
"G2700410","1940","Minnesota","270","Douglas","0410","Douglas",10613,9744,0,1,6,5
"G2700430","1940","Minnesota","270","Faribault","0430","Faribault",12298,11643,0,0,0,0
"G2700450","1940","Minnesota","270","Fillmore","0450","Fillmore",13510,12318,1,0,1,0
"G2700470","1940","Minnesota","270","Freeborn","0470","Freeborn",16567,15165,8,3,32,5
"G2700490","1940","Minnesota","270","Goodhue","0490","Goodhue",16552,14881,14,5,74,38
"G2700510","1940","Minnesota","270","Grant","0510","Grant",5217,4611,0,0,0,0
"G2700530","1940","Minnesota","270","Hennepin","0530","Hennepin",271785,291711,2436,2298,473,196
"G2700550","1940","Minnesota","270","Houston","0550","Houston",7720,6987,0,0,14,14
"G2700570","1940","Minnesota","270","Hubbard","0570","Hubbard",5917,5154,0,0,9,5
"G2700590","1940","Minnesota","270","Isanti","0590","Isanti",6868,6062,4,2,6,8
"G2700610","1940","Minnesota","270","Itasca","0610","Itasca",17533,14797,0,0,351,315
"G2700630","1940","Minnesota","270","Jackson","0630","Jackson",8814,7991,0,0,0,0
"G2700650","1940","Minnesota","270","Kanabec","0650","Kanabec",5231,4419,0,0,1,0
"G2700670","1940","Minnesota","270","Kandiyohi","0670","Kandiyohi",14031,12476,11,3,3,0
"G2700690","1940","Minnesota","270","Kittson","0690","Kittson",5932,4768,4,10,3,0
"G2700710","1940","Minnesota","270","Koochiching","0710","Koochiching",9196,7525,11,12,92,94
"G2700730","1940","Minnesota","270","Lac Qui Parle","0730","Lac Qui Parle",8223,7286,0,0,0,0
"G2700750","1940","Minnesota","270","Lake","0750","Lake",3750,3202,0,1,2,1
"G2700770","1940","Minnesota","270","Lake Of The Woods","0770","Lake Of The Woods",3377,2597,0,0,1,0
"G2700790","1940","Minnesota","270","Le Sueur","0790","Le Sueur",9964,9262,1,0,0,0
"G2700810","1940","Minnesota","270","Lincoln","0810","Lincoln",5768,5028,0,0,1,0
"G2700830","1940","Minnesota","270","Lyon","0830","Lyon",11218,10342,0,0,6,3
"G2700850","1940","Minnesota","270","McLeod","0850","Mcleod",11155,10225,0,0,0,0
"G2700870","1940","Minnesota","270","Mahnomen","0870","Mahnomen",3541,3098,1,0,765,649
"G2700890","1940","Minnesota","270","Marshall","0890","Marshall",9992,8369,1,1,1,0
"G2700910","1940","Minnesota","270","Martin","0910","Martin",12751,11905,0,0,0,0
"G2700930","1940","Minnesota","270","Meeker","0930","Meeker",10247,9017,1,0,3,9
"G2700950","1940","Minnesota","270","Mille Lacs","0950","Mille Lacs",7988,7205,0,4,189,172
"G2700970","1940","Minnesota","270","Morrison","0970","Morrison",14438,13024,0,1,5,5
"G2700990","1940","Minnesota","270","Mower","0990","Mower",18654,17439,4,3,10,3
"G2701010","1940","Minnesota","270","Murray","1010","Murray",8080,6979,0,0,0,1
"G2701030","1940","Minnesota","270","Nicollet","1030","Nicollet",9547,8680,42,7,4,2
"G2701050","1940","Minnesota","270","Nobles","1050","Nobles",11003,10208,0,1,3,0
"G2701070","1940","Minnesota","270","Norman","1070","Norman",7946,6796,0,0,1,3
"G2701090","1940","Minnesota","270","Olmsted","1090","Olmsted",20304,22324,9,10,8,3
"G2701110","1940","Minnesota","270","Otter Tail","1110","Otter Tail",27889,25223,33,26,8,13
"G2701130","1940","Minnesota","270","Pennington","1130","Pennington",6828,6083,1,0,1,0
"G2701150","1940","Minnesota","270","Pine","1150","Pine",11627,9503,80,9,137,122
"G2701170","1940","Minnesota","270","Pipestone","1170","Pipestone",7117,6570,2,2,55,48
"G2701190","1940","Minnesota","270","Polk","1190","Polk",19932,17781,1,0,13,7
"G2701210","1940","Minnesota","270","Pope","1210","Pope",7262,6277,1,0,2,2
"G2701230","1940","Minnesota","270","Ramsey","1230","Ramsey",146765,158784,2091,2091,148,56
"G2701250","1940","Minnesota","270","Red Lake","1250","Red Lake",3969,3444,0,0,0,0
"G2701270","1940","Minnesota","270","Redwood","1270","Redwood",11514,10527,9,10,114,116
"G2701290","1940","Minnesota","270","Renville","1290","Renville",13017,11606,1,0,1,0
"G2701310","1940","Minnesota","270","Rice","1310","Rice",16265,15832,16,13,15,19
"G2701330","1940","Minnesota","270","Rock","1330","Rock",5800,5129,2,2,0,0
"G2701350","1940","Minnesota","270","Roseau","1350","Roseau",8151,6839,1,0,63,49
"G2701370","1940","Minnesota","270","St Louis","1370","St Louis",106946,98958,199,150,344,320
"G2701390","1940","Minnesota","270","Scott","1390","Scott",8370,7187,6,0,15,7
"G2701410","1940","Minnesota","270","Sherburne","1410","Sherburne",6025,4360,26,1,44,0
"G2701430","1940","Minnesota","270","Sibley","1430","Sibley",8858,7765,1,1,0,0
"G2701450","1940","Minnesota","270","Stearns","1450","Stearns",34560,32580,12,7,10,31
"G2701470","1940","Minnesota","270","Steele","1470","Steele",10088,9630,7,8,12,4
"G2701490","1940","Minnesota","270","Stevens","1490","Stevens",5839,5200,0,0,0,0
"G2701510","1940","Minnesota","270","Swift","1510","Swift",8163,7303,0,0,1,2
"G2701530","1940","Minnesota","270","Todd","1530","Todd",14384,13047,0,0,4,3
"G2701550","1940","Minnesota","270","Traverse","1550","Traverse",4436,3842,0,0,2,3
"G2701570","1940","Minnesota","270","Wabasha","1570","Wabasha",9136,8517,0,0,0,0
"G2701590","1940","Minnesota","270","Wadena","1590","Wadena",6656,6115,0,0,1,0
"G2701610","1940","Minnesota","270","Waseca","1610","Waseca",7912,7270,3,1,0,0
"G2701630","1940","Minnesota","270","Washington","1630","Washington",14236,12114,46,4,27,3
"G2701650","1940","Minnesota","270","Watonwan","1650","Watonwan",7203,6691,5,2,1,0
"G2701670","1940","Minnesota","270","Wilkin","1670","Wilkin",5497,4976,1,0,1,0
"G2701690","1940","Minnesota","270","Winona","1690","Winona",19044,18731,10,8,2,0
"G2701710","1940","Minnesota","270","Wright","1710","Wright",14495,13055,0,0,0,0
"G2701730","1940","Minnesota","270","Yellow Medicine","1730","Yellow Medicine",8846,7967,0,0,53,51
"G2800010","1940","Mississippi","280","Adams","0010","Adams",5053,5291,7978,8907,4,5
"G2800030","1940","Mississippi","280","Alcorn","0030","Alcorn",11234,11012,2217,2506,0,0
"G2800050","1940","Mississippi","280","Amite","0050","Amite",5361,4972,5864,5695,0,0
"G2800070","1940","Mississippi","280","Attala","0070","Attala",8378,8470,6576,6792,9,2
"G2800090","1940","Mississippi","280","Benton","0090","Benton",3040,2879,2236,2274,0,0
"G2800110","1940","Mississippi","280","Bolivar","0110","Bolivar",9183,8887,24180,25141,126,57
"G2800130","1940","Mississippi","280","Calhoun","0130","Calhoun",8244,8075,2295,2279,0,0
"G2800150","1940","Mississippi","280","Carroll","0150","Carroll",4515,4321,5956,5859,0,0
"G2800170","1940","Mississippi","280","Chickasaw","0170","Chickasaw",5729,5681,4918,5099,0,0
"G2800190","1940","Mississippi","280","Choctaw","0190","Choctaw",4918,4739,1935,1956,0,0
"G2800210","1940","Mississippi","280","Claiborne","0210","Claiborne",1709,1702,4650,4748,1,0
"G2800230","1940","Mississippi","280","Clarke","0230","Clarke",6216,6104,4074,4200,1,1
"G2800250","1940","Mississippi","280","Clay","0250","Clay",3672,3824,5456,6078,0,0
"G2800270","1940","Mississippi","280","Coahoma","0270","Coahoma",5573,5418,18222,19045,47,28
"G2800290","1940","Mississippi","280","Copiah","0290","Copiah",8051,8056,8780,9083,3,1
"G2800310","1940","Mississippi","280","Covington","0310","Covington",6055,5688,2612,2675,0,0
