GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,AZ8AA1980,AZ8AB1980,AZ8AC1980,AZ8AD1980,AZ8AE1980,AZ8AF1980,AZ8AG1980,AZ8AH1980,AZ8AI1980,AZ8AJ1980
"G1801590","1980","Indiana","18","180","Tipton County","159","1590","TIPTON",8157,0,0,13,,8546,0,0,18,
"G1801610","1980","Indiana","18","180","Union County","161","1610","UNION",3334,0,0,0,,3482,0,0,0,
"G1801630","1980","Indiana","18","180","Vanderburgh County","163","1630","VANDERBURGH",72727,5663,137,312,,81718,6426,132,304,
"G1801650","1980","Indiana","18","180","Vermillion County","165","1650","VERMILLION",8705,0,0,9,,9455,0,0,24,
"G1801670","1980","Indiana","18","180","Vigo County","167","1670","VIGO",50438,3122,149,378,,54518,2925,149,395,
"G1801690","1980","Indiana","18","180","Wabash County","169","1690","WABASH",17429,104,81,91,,18720,53,44,81,
"G1801710","1980","Indiana","18","180","Warren County","171","1710","WARREN",4418,0,0,0,,4534,0,0,0,
"G1801730","1980","Indiana","18","180","Warrick County","173","1730","WARRICK",20176,152,0,91,,20699,141,0,102,
"G1801750","1980","Indiana","18","180","Washington County","175","1750","WASHINGTON",10824,0,0,0,,11056,0,0,0,
"G1801770","1980","Indiana","18","180","Wayne County","177","1770","WAYNE",34073,1909,59,81,,37645,1987,92,93,
"G1801790","1980","Indiana","18","180","Wells County","179","1790","WELLS",12300,0,0,17,,12978,0,0,17,
"G1801810","1980","Indiana","18","180","White County","181","1810","WHITE",11581,0,0,37,,12198,0,0,38,
"G1801830","1980","Indiana","18","180","Whitley County","183","1830","WHITLEY",12745,0,54,0,,13306,0,46,0,
"G1900010","1980","Iowa","19","190","Adair County","001","0010","ADAIR",4661,0,0,0,,4797,0,0,0,
"G1900030","1980","Iowa","19","190","Adams County","003","0030","ADAMS",2846,0,0,0,,2880,0,0,0,
"G1900050","1980","Iowa","19","190","Allamakee County","005","0050","ALLAMAKEE",7458,0,0,0,,7612,0,0,0,
"G1900070","1980","Iowa","19","190","Appanoose County","007","0070","APPANOOSE",7278,33,40,0,,8004,90,23,0,
"G1900090","1980","Iowa","19","190","Audubon County","009","0090","AUDUBON",0,0,0,0,,0,0,0,0,
"G1900110","1980","Iowa","19","190","Benton County","011","0110","BENTON",11525,0,22,11,,11992,0,43,28,
"G1900130","1980","Iowa","19","190","Black Hawk County","013","0130","BLACK HAWK",61985,4273,129,381,,65953,4460,181,372,
"G1900150","1980","Iowa","19","190","Boone County","015","0150","BOONE",12462,71,0,26,,13470,37,0,55,
"G1900170","1980","Iowa","19","190","Bremer County","017","0170","BREMER",12141,0,0,10,,12544,0,0,38,
"G1900190","1980","Iowa","19","190","Buchanan County","019","0190","BUCHANAN",11268,35,23,30,,11437,19,13,29,
"G1900210","1980","Iowa","19","190","Buena Vista County","021","0210","BUENA VISTA",9992,0,0,40,,10682,0,0,34,
"G1900230","1980","Iowa","19","190","Butler County","023","0230","BUTLER",8691,0,0,2,,8897,0,0,43,
"G1900250","1980","Iowa","19","190","Calhoun County","025","0250","CALHOUN",6423,0,0,0,,7068,0,0,0,
"G1900270","1980","Iowa","19","190","Carroll County","027","0270","CARROLL",11122,0,13,0,,11759,0,23,0,
"G1900290","1980","Iowa","19","190","Cass County","029","0290","CASS",8141,0,0,20,,8709,0,0,28,
"G1900310","1980","Iowa","19","190","Cedar County","031","0310","CEDAR",9062,0,21,41,,9404,0,21,41,
"G1900330","1980","Iowa","19","190","Cerro Gordo County","033","0330","CERRO GORDO",22556,72,26,61,,25306,39,44,66,
"G1900350","1980","Iowa","19","190","Cherokee County","035","0350","CHEROKEE",7929,0,0,0,,8288,0,0,0,
"G1900370","1980","Iowa","19","190","Chickasaw County","037","0370","CHICKASAW",7628,0,0,0,,7784,0,0,0,
"G1900390","1980","Iowa","19","190","Clarke County","039","0390","CLARKE",4170,0,0,0,,4402,0,0,0,
"G1900410","1980","Iowa","19","190","Clay County","041","0410","CLAY",9295,0,13,61,,10070,0,31,74,
"G1900430","1980","Iowa","19","190","Clayton County","043","0430","CLAYTON",10455,0,51,30,,10464,0,47,40,
"G1900450","1980","Iowa","19","190","Clinton County","045","0450","CLINTON",27422,266,0,80,,28820,250,0,144,
"G1900470","1980","Iowa","19","190","Crawford County","047","0470","CRAWFORD",9245,0,0,67,,9530,0,0,49,
"G1900490","1980","Iowa","19","190","Dallas County","049","0490","DALLAS",14275,0,0,0,,15146,0,0,0,
"G1900510","1980","Iowa","19","190","Davis County","051","0510","DAVIS",0,0,0,0,,0,0,0,0,
"G1900530","1980","Iowa","19","190","Decatur County","053","0530","DECATUR",4669,35,0,0,,5048,13,0,0,
"G1900550","1980","Iowa","19","190","Delaware County","055","0550","DELAWARE",9286,0,0,18,,9561,0,0,28,
"G1900570","1980","Iowa","19","190","Des Moines County","057","0570","DES MOINES",21459,432,45,79,,23300,579,46,109,
"G1900590","1980","Iowa","19","190","Dickinson County","059","0590","DICKINSON",7552,0,0,0,,8009,0,0,0,
"G1900610","1980","Iowa","19","190","Dubuque County","061","0610","DUBUQUE",44888,186,24,156,,48026,127,37,144,
"G1900630","1980","Iowa","19","190","Emmet County","063","0630","EMMET",6460,0,0,31,,6775,0,0,36,
"G1900650","1980","Iowa","19","190","Fayette County","065","0650","FAYETTE",12424,31,0,54,,12827,12,0,44,
"G1900670","1980","Iowa","19","190","Floyd County","067","0670","FLOYD",9402,0,0,7,,10106,0,0,44,
"G1900690","1980","Iowa","19","190","Franklin County","069","0690","FRANKLIN",6294,0,0,45,,6610,0,0,22,
"G1900710","1980","Iowa","19","190","Fremont County","071","0710","FREMONT",4512,0,0,0,,4843,0,0,0,
"G1900730","1980","Iowa","19","190","Greene County","073","0730","GREENE",5821,0,0,20,,6221,0,0,28,
"G1900750","1980","Iowa","19","190","Grundy County","075","0750","GRUNDY",7026,0,0,0,,7317,0,0,0,
"G1900770","1980","Iowa","19","190","Guthrie County","077","0770","GUTHRIE",5731,0,0,0,,6226,0,0,0,
"G1900790","1980","Iowa","19","190","Hamilton County","079","0790","HAMILTON",8720,0,0,23,,9059,0,0,29,
"G1900810","1980","Iowa","19","190","Hancock County","081","0810","HANCOCK",6811,0,0,0,,7012,0,0,0,
"G1900830","1980","Iowa","19","190","Hardin County","083","0830","HARDIN",10515,90,0,0,,11098,14,0,0,
"G1900850","1980","Iowa","19","190","Harrison County","085","0850","HARRISON",7926,0,0,0,,8389,0,0,0,
"G1900870","1980","Iowa","19","190","Henry County","087","0870","HENRY",8994,45,0,20,,9655,64,0,56,
"G1900890","1980","Iowa","19","190","Howard County","089","0890","HOWARD",5447,0,0,0,,5638,0,0,0,
"G1900910","1980","Iowa","19","190","Humboldt County","091","0910","HUMBOLDT",5960,0,0,0,,6225,0,0,0,
"G1900930","1980","Iowa","19","190","Ida County","093","0930","IDA",4398,0,0,0,,4501,0,0,0,
"G1900950","1980","Iowa","19","190","Iowa County","095","0950","IOWA",7495,0,0,12,,7878,0,0,20,
"G1900970","1980","Iowa","19","190","Jackson County","097","0970","JACKSON",11104,0,0,6,,11312,0,0,46,
"G1900990","1980","Iowa","19","190","Jasper County","099","0990","JASPER",17705,46,0,29,,18533,15,0,46,
"G1901010","1980","Iowa","19","190","Jefferson County","101","1010","JEFFERSON",7907,59,50,41,,8109,43,29,44,
"G1901030","1980","Iowa","19","190","Johnson County","103","1030","JOHNSON",38333,720,68,814,,40181,552,52,650,
"G1901050","1980","Iowa","19","190","Jones County","105","1050","JONES",10330,98,27,0,,9903,5,5,0,
"G1901070","1980","Iowa","19","190","Keokuk County","107","1070","KEOKUK",6281,0,0,23,,6564,0,0,19,
"G1901090","1980","Iowa","19","190","Kossuth County","109","1090","KOSSUTH",10868,0,0,13,,10908,0,0,56,
"G1901110","1980","Iowa","19","190","Lee County","111","1110","LEE",20183,693,47,152,,21051,438,68,182,
"G1901130","1980","Iowa","19","190","Linn County","113","1130","LINN",80087,1434,105,361,,85402,1528,130,386,
"G1901150","1980","Iowa","19","190","Louisa County","115","1150","LOUISA",5850,0,22,0,,6055,0,9,0,
"G1901170","1980","Iowa","19","190","Lucas County","117","1170","LUCAS",4884,0,0,13,,5353,0,0,31,
"G1901190","1980","Iowa","19","190","Lyon County","119","1190","LYON",6381,0,0,0,,6491,0,0,0,
"G1901210","1980","Iowa","19","190","Madison County","121","1210","MADISON",6191,0,0,0,,6371,0,0,0,
"G1901230","1980","Iowa","19","190","Mahaska County","123","1230","MAHASKA",10881,85,19,85,,11633,15,11,90,
"G1901250","1980","Iowa","19","190","Marion County","125","1250","MARION",14476,72,0,64,,14861,53,0,68,
"G1901270","1980","Iowa","19","190","Marshall County","127","1270","MARSHALL",19942,127,28,38,,20957,129,49,107,
"G1901290","1980","Iowa","19","190","Mills County","129","1290","MILLS",6612,0,0,0,,6738,0,0,0,
"G1901310","1980","Iowa","19","190","Mitchell County","131","1310","MITCHELL",6004,0,0,0,,6309,0,0,0,
"G1901330","1980","Iowa","19","190","Monona County","133","1330","MONONA",5674,0,0,0,,5969,0,0,0,
"G1901350","1980","Iowa","19","190","Monroe County","135","1350","MONROE",4474,0,0,0,,4684,0,0,0,
"G1901370","1980","Iowa","19","190","Montgomery County","137","1370","MONTGOMERY",6342,0,0,0,,7009,0,0,0,
"G1901390","1980","Iowa","19","190","Muscatine County","139","1390","MUSCATINE",18931,121,46,65,,19813,75,23,96,
"G1901410","1980","Iowa","19","190","O'Brien County","141","1410","O@BRIEN",8213,0,0,0,,8732,0,0,0,
"G1901430","1980","Iowa","19","190","Osceola County","143","1430","OSCEOLA",4095,0,29,0,,4208,0,5,0,
"G1901450","1980","Iowa","19","190","Page County","145","1450","PAGE",9061,0,20,14,,9865,0,12,30,
"G1901470","1980","Iowa","19","190","Palo Alto County","147","1470","PALO ALTO",6274,0,0,16,,6368,0,0,41,
"G1901490","1980","Iowa","19","190","Plymouth County","149","1490","PLYMOUTH",12139,43,18,13,,12383,14,29,64,
"G1901510","1980","Iowa","19","190","Pocahontas County","151","1510","POCAHONTAS",5566,0,0,0,,5795,0,0,0,
"G1901530","1980","Iowa","19","190","Polk County","153","1530","POLK",134682,6679,403,1527,,148559,7205,407,1718,
"G1901550","1980","Iowa","19","190","Pottawattamie County","155","1550","POTTAWATTAMIE",40987,190,134,114,,44241,170,136,122,
"G1901570","1980","Iowa","19","190","Poweshiek County","157","1570","POWESHIEK",9265,22,0,61,,9850,41,0,35,
"G1901590","1980","Iowa","19","190","Ringgold County","159","1590","RINGGOLD",2869,0,0,0,,3219,0,0,0,
"G1901610","1980","Iowa","19","190","Sac County","161","1610","SAC",6844,0,0,0,,7244,0,0,0,
"G1901630","1980","Iowa","19","190","Scott County","163","1630","SCOTT",74075,3125,230,369,,76688,3328,138,465,
"G1901650","1980","Iowa","19","190","Shelby County","165","1650","SHELBY",7456,0,0,0,,7559,0,0,0,
"G1901670","1980","Iowa","19","190","Sioux County","167","1670","SIOUX",14828,64,27,0,,15774,46,32,0,
"G1901690","1980","Iowa","19","190","Story County","169","1690","STORY",35546,522,19,805,,34149,327,30,558,
"G1901710","1980","Iowa","19","190","Tama County","171","1710","TAMA",9068,0,353,43,,9607,0,382,47,
"G1901730","1980","Iowa","19","190","Taylor County","173","1730","TAYLOR",3987,0,0,0,,4337,0,0,0,
"G1901750","1980","Iowa","19","190","Union County","175","1750","UNION",6503,0,0,33,,7229,0,0,48,
"G1901770","1980","Iowa","19","190","Van Buren County","177","1770","VAN BUREN",4264,0,0,0,,4346,0,0,0,
"G1901790","1980","Iowa","19","190","Wapello County","179","1790","WAPELLO",19092,92,26,0,,20775,152,38,0,
"G1901810","1980","Iowa","19","190","Warren County","181","1810","WARREN",16809,61,32,57,,17740,41,19,28,
"G1901830","1980","Iowa","19","190","Washington County","183","1830","WASHINGTON",9683,21,0,21,,10347,12,0,24,
"G1901850","1980","Iowa","19","190","Wayne County","185","1850","WAYNE",3953,0,0,0,,4208,0,0,0,
"G1901870","1980","Iowa","19","190","Webster County","187","1870","WEBSTER",21224,490,22,51,,23432,464,11,53,
"G1901890","1980","Iowa","19","190","Winnebago County","189","1890","WINNEBAGO",6240,40,0,0,,6657,0,0,0,
"G1901910","1980","Iowa","19","190","Winneshiek County","191","1910","WINNESHIEK",10672,72,0,26,,11021,51,0,21,
"G1901930","1980","Iowa","19","190","Woodbury County","193","1930","WOODBURY",46518,467,496,108,,51473,552,699,139,
"G1901950","1980","Iowa","19","190","Worth County","195","1950","WORTH",4435,0,0,0,,4570,0,0,0,
"G1901970","1980","Iowa","19","190","Wright County","197","1970","WRIGHT",7809,0,18,21,,8337,0,31,53,
"G2000010","1980","Kansas","20","200","Allen County","001","0010","ALLEN",7198,125,63,0,,8054,110,32,0,
"G2000030","1980","Kansas","20","200","Anderson County","003","0030","ANDERSON",4254,0,10,0,,4410,0,41,0,
"G2000050","1980","Kansas","20","200","Atchison County","005","0050","ATCHISON",8220,576,35,22,,8796,558,39,17,
"G2000070","1980","Kansas","20","200","Barber County","007","0070","BARBER",3166,0,0,0,,3312,0,0,0,
"G2000090","1980","Kansas","20","200","Barton County","009","0090","BARTON",14879,126,60,68,,15679,215,61,75,
"G2000110","1980","Kansas","20","200","Bourbon County","011","0110","BOURBON",7191,196,35,35,,8146,228,34,17,
"G2000130","1980","Kansas","20","200","Brown County","013","0130","BROWN",5320,63,300,0,,5889,41,302,0,
"G2000150","1980","Kansas","20","200","Butler County","015","0150","BUTLER",21447,116,165,40,,22504,98,134,84,
"G2000170","1980","Kansas","20","200","Chase County","017","0170","CHASE",1570,0,0,0,,1693,0,0,0,
"G2000190","1980","Kansas","20","200","Chautauqua County","019","0190","CHAUTAUQUA",2368,0,54,0,,2488,0,73,0,
"G2000210","1980","Kansas","20","200","Cherokee County","021","0210","CHEROKEE",10240,63,252,0,,11331,102,253,0,
"G2000230","1980","Kansas","20","200","Cheyenne County","023","0230","CHEYENNE",1744,0,0,0,,1904,0,0,0,
"G2000250","1980","Kansas","20","200","Clark County","025","0250","CLARK",1226,0,0,0,,1361,0,0,0,
"G2000270","1980","Kansas","20","200","Clay County","027","0270","CLAY",4718,0,0,0,,5047,0,0,0,
"G2000290","1980","Kansas","20","200","Cloud County","029","0290","CLOUD",5819,0,0,0,,6630,0,0,0,
"G2000310","1980","Kansas","20","200","Coffey County","031","0310","COFFEY",4607,0,25,0,,4687,0,29,0,
"G2000330","1980","Kansas","20","200","Comanche County","033","0330","COMANCHE",1241,0,0,0,,1308,0,0,0,
"G2000350","1980","Kansas","20","200","Cowley County","035","0350","COWLEY",16586,517,236,18,,18131,557,264,34,
"G2000370","1980","Kansas","20","200","Crawford County","037","0370","CRAWFORD",17507,194,146,63,,19511,178,109,100,
"G2000390","1980","Kansas","20","200","Decatur County","039","0390","DECATUR",2188,0,0,0,,2311,0,0,0,
"G2000410","1980","Kansas","20","200","Dickinson County","041","0410","DICKINSON",9599,45,45,32,,10281,24,14,27,
"G2000430","1980","Kansas","20","200","Doniphan County","043","0430","DONIPHAN",4387,126,40,0,,4500,123,50,0,
"G2000450","1980","Kansas","20","200","Douglas County","045","0450","DOUGLAS",30528,1582,800,713,,30308,1453,974,588,
"G2000470","1980","Kansas","20","200","Edwards County","047","0470","EDWARDS",2041,0,0,0,,2094,0,0,0,
"G2000490","1980","Kansas","20","200","Elk County","049","0490","ELK",1851,0,22,0,,1999,0,18,0,
"G2000510","1980","Kansas","20","200","Ellis County","051","0510","ELLIS",12484,60,45,44,,13280,25,22,41,
"G2000530","1980","Kansas","20","200","Ellsworth County","053","0530","ELLSWORTH",3190,0,0,0,,3364,0,0,0,
"G2000550","1980","Kansas","20","200","Finney County","055","0550","FINNEY",10550,126,41,81,,10850,23,55,73,
"G2000570","1980","Kansas","20","200","Ford County","057","0570","FORD",10971,230,107,13,,11666,277,69,24,
"G2000590","1980","Kansas","20","200","Franklin County","059","0590","FRANKLIN",10405,169,84,24,,10935,153,75,24,
"G2000610","1980","Kansas","20","200","Geary County","061","0610","GEARY",11533,3247,68,369,,10430,2424,57,777,
"G2000630","1980","Kansas","20","200","Gove County","063","0630","GOVE",1828,0,0,0,,1883,0,0,0,
"G2000650","1980","Kansas","20","200","Graham County","065","0650","GRAHAM",1910,74,0,0,,1917,83,0,0,
"G2000670","1980","Kansas","20","200","Grant County","067","0670","GRANT",3207,0,24,0,,3149,0,11,0,
"G2000690","1980","Kansas","20","200","Gray County","069","0690","GRAY",2532,0,0,0,,2532,0,0,0,
"G2000710","1980","Kansas","20","200","Greeley County","071","0710","GREELEY",896,0,0,0,,879,0,0,0,
"G2000730","1980","Kansas","20","200","Greenwood County","073","0730","GREENWOOD",4193,0,25,0,,4501,0,23,0,
"G2000750","1980","Kansas","20","200","Hamilton County","075","0750","HAMILTON",1210,0,0,0,,1244,0,0,0,
"G2000770","1980","Kansas","20","200","Harper County","077","0770","HARPER",3655,0,0,0,,4058,0,0,0,
"G2000790","1980","Kansas","20","200","Harvey County","079","0790","HARVEY",13862,246,62,66,,15205,321,60,35,
"G2000810","1980","Kansas","20","200","Haskell County","081","0810","HASKELL",1828,0,0,0,,1748,0,0,0,
"G2000830","1980","Kansas","20","200","Hodgeman County","083","0830","HODGEMAN",1147,0,0,0,,1096,0,0,0,
"G2000850","1980","Kansas","20","200","Jackson County","085","0850","JACKSON",5479,0,279,0,,5568,0,250,0,
"G2000870","1980","Kansas","20","200","Jefferson County","087","0870","JEFFERSON",7451,30,59,0,,7498,28,85,0,
"G2000890","1980","Kansas","20","200","Jewell County","089","0890","JEWELL",2579,0,0,0,,2638,0,0,0,
"G2000910","1980","Kansas","20","200","Johnson County","091","0910","JOHNSON",127749,1457,448,1056,,134999,1500,472,1209,
"G2000930","1980","Kansas","20","200","Kearny County","093","0930","KEARNY",1598,0,0,0,,1566,0,0,0,
"G2000950","1980","Kansas","20","200","Kingman County","095","0950","KINGMAN",4320,0,0,0,,4513,0,0,0,
"G2000970","1980","Kansas","20","200","Kiowa County","097","0970","KIOWA",1949,0,0,0,,2069,0,0,0,
"G2000990","1980","Kansas","20","200","Labette County","099","0990","LABETTE",11395,510,191,16,,12508,649,139,28,
"G2001010","1980","Kansas","20","200","Lane County","101","1010","LANE",1200,0,0,0,,1239,0,0,0,
"G2001030","1980","Kansas","20","200","Leavenworth County","103","1030","LEAVENWORTH",24720,3546,207,278,,22856,1975,230,397,
"G2001050","1980","Kansas","20","200","Lincoln County","105","1050","LINCOLN",1989,0,0,0,,2135,0,0,0,
"G2001070","1980","Kansas","20","200","Linn County","107","1070","LINN",3928,18,25,0,,4218,18,16,0,
"G2001090","1980","Kansas","20","200","Logan County","109","1090","LOGAN",1728,0,0,0,,1738,0,0,0,
"G2001110","1980","Kansas","20","200","Lyon County","111","1110","LYON",16183,392,79,138,,17047,391,145,103,
"G2001130","1980","Kansas","20","200","McPherson County","113","1130","MCPHERSON",12663,226,29,36,,13625,143,44,31,
"G2001150","1980","Kansas","20","200","Marion County","115","1150","MARION",6427,27,13,0,,6933,28,29,0,
"G2001170","1980","Kansas","20","200","Marshall County","117","1170","MARSHALL",6157,0,0,0,,6583,0,0,0,
"G2001190","1980","Kansas","20","200","Meade County","119","1190","MEADE",2351,0,0,0,,2362,0,0,0,
