GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,B69AA125,B69AB125,B69AC125,B84AA125,B84AB125,B84AC125,B84AD125,B84AE125,B84AF125,B69AA125M,B69AB125M,B69AC125M,B84AA125M,B84AB125M,B84AC125M,B84AD125M,B84AE125M,B84AF125M
"G1901790","2008-2012","Iowa","19","190","Wapello County","179","1790","Wapello County, Iowa",1389,18855,3691,17987,11,17976,16366,1610,10290,203,684,293,461,17,465,496,240,466
"G1901810","2008-2012","Iowa","19","190","Warren County","181","1810","Warren County, Iowa",465,21149,8255,26111,24,26087,24732,1355,9489,116,756,444,383,19,383,410,191,335
"G1901830","2008-2012","Iowa","19","190","Washington County","183","1830","Washington County, Iowa",997,10902,2974,12018,3,12015,11492,523,5017,157,466,285,255,4,254,279,148,249
"G1901850","2008-2012","Iowa","19","190","Wayne County","185","1850","Wayne County, Iowa",186,3651,567,3061,2,3059,2802,257,1972,45,188,93,120,4,121,133,70,124
"G1901870","2008-2012","Iowa","19","190","Webster County","187","1870","Webster County, Iowa",1082,19576,4766,19928,0,19928,18033,1895,10695,209,682,347,388,21,388,422,254,402
"G1901890","2008-2012","Iowa","19","190","Winnebago County","189","1890","Winnebago County, Iowa",252,5761,1475,5892,0,5892,5661,231,2897,84,300,168,150,16,150,159,76,151
"G1901910","2008-2012","Iowa","19","190","Winneshiek County","191","1910","Winneshiek County, Iowa",533,9276,3547,12275,7,12268,11763,505,5015,101,403,277,239,10,239,261,138,235
"G1901930","2008-2012","Iowa","19","190","Woodbury County","193","1930","Woodbury County, Iowa",4202,46746,13264,54307,151,54156,51117,3039,23670,466,1208,671,822,89,815,846,317,813
"G1901950","2008-2012","Iowa","19","190","Worth County","195","1950","Worth County, Iowa",137,4337,883,4223,1,4222,4003,219,1889,52,243,118,142,3,141,145,62,131
"G1901970","2008-2012","Iowa","19","190","Wright County","197","1970","Wright County, Iowa",527,7315,1387,6745,0,6745,6386,359,3750,140,389,189,218,16,218,230,118,199
"G2000010","2008-2012","Kansas","20","200","Allen County","001","0010","Allen County, Kansas",297,7106,1557,6831,0,6831,6248,583,3755,91,361,213,209,16,209,225,121,220
"G2000030","2008-2012","Kansas","20","200","Anderson County","003","0030","Anderson County, Kansas",249,4271,966,4007,0,4007,3741,266,2236,93,312,155,163,15,163,199,95,159
"G2000050","2008-2012","Kansas","20","200","Atchison County","005","0050","Atchison County, Kansas",325,7811,2183,8255,18,8237,7561,676,4933,97,472,288,288,30,285,322,166,279
"G2000070","2008-2012","Kansas","20","200","Barber County","007","0070","Barber County, Kansas",75,2704,689,2589,0,2589,2542,47,1380,35,166,88,119,10,119,120,26,110
"G2000090","2008-2012","Kansas","20","200","Barton County","009","0090","Barton County, Kansas",1172,13835,3382,14781,0,14781,13840,941,6792,209,629,307,328,19,328,308,227,319
"G2000110","2008-2012","Kansas","20","200","Bourbon County","011","0110","Bourbon County, Kansas",434,7165,2284,6919,8,6911,6528,383,4802,151,427,253,304,15,301,284,96,344
"G2000130","2008-2012","Kansas","20","200","Brown County","013","0130","Brown County, Kansas",226,5461,1083,4908,2,4906,4622,284,2839,61,281,132,157,3,157,164,77,159
"G2000150","2008-2012","Kansas","20","200","Butler County","015","0150","Butler County, Kansas",808,30236,10941,33609,174,33435,31287,2148,16574,166,999,575,505,72,493,592,283,518
"G2000170","2008-2012","Kansas","20","200","Chase County","017","0170","Chase County, Kansas",68,1478,415,1277,2,1275,1206,69,955,31,136,76,96,3,96,109,40,90
"G2000190","2008-2012","Kansas","20","200","Chautauqua County","019","0190","Chautauqua County, Kansas",143,2059,469,1592,6,1586,1496,90,1384,52,164,83,90,9,93,93,32,89
"G2000210","2008-2012","Kansas","20","200","Cherokee County","021","0210","Cherokee County, Kansas",779,11784,2004,10336,14,10322,9731,591,6494,148,589,276,328,23,331,364,147,322
"G2000230","2008-2012","Kansas","20","200","Cheyenne County","023","0230","Cheyenne County, Kansas",124,1513,429,1369,0,1369,1328,41,880,41,134,69,83,10,83,87,26,74
"G2000250","2008-2012","Kansas","20","200","Clark County","025","0250","Clark County, Kansas",44,1122,360,995,0,995,986,9,655,31,114,60,79,10,79,80,8,79
"G2000270","2008-2012","Kansas","20","200","Clay County","027","0270","Clay County, Kansas",91,4664,1189,4261,178,4083,4015,68,2460,51,334,192,206,106,209,216,39,216
"G2000290","2008-2012","Kansas","20","200","Cloud County","029","0290","Cloud County, Kansas",290,5117,1001,4692,0,4692,4420,272,3083,90,307,164,187,15,187,187,74,198
"G2000310","2008-2012","Kansas","20","200","Coffey County","031","0310","Coffey County, Kansas",192,4605,1181,4437,1,4436,4157,279,2328,59,235,126,153,5,153,178,76,145
"G2000330","2008-2012","Kansas","20","200","Comanche County","033","0330","Comanche County, Kansas",34,975,320,1004,3,1001,981,20,449,28,110,75,67,6,67,65,18,80
"G2000350","2008-2012","Kansas","20","200","Cowley County","035","0350","Cowley County, Kansas",1303,17607,4573,17358,19,17339,15960,1379,11129,227,647,357,447,17,449,446,246,466
"G2000370","2008-2012","Kansas","20","200","Crawford County","037","0370","Crawford County, Kansas",1086,16424,6261,19509,12,19497,18018,1479,11950,222,650,445,464,15,464,469,224,468
"G2000390","2008-2012","Kansas","20","200","Decatur County","039","0390","Decatur County, Kansas",46,1783,499,1448,0,1448,1389,59,1024,41,163,90,79,10,79,94,37,77
"G2000410","2008-2012","Kansas","20","200","Dickinson County","041","0410","Dickinson County, Kansas",382,10404,2639,10291,332,9959,9374,585,5151,128,467,257,274,89,300,298,136,273
"G2000430","2008-2012","Kansas","20","200","Doniphan County","043","0430","Doniphan County, Kansas",187,3975,985,4183,7,4176,3970,206,2235,46,194,105,119,12,121,139,56,130
"G2000450","2008-2012","Kansas","20","200","Douglas County","045","0450","Douglas County, Kansas",907,31133,30096,65623,176,65447,60759,4688,26457,208,1173,1072,962,92,966,994,602,955
"G2000470","2008-2012","Kansas","20","200","Edwards County","047","0470","Edwards County, Kansas",126,1533,488,1533,0,1533,1471,62,843,43,127,79,85,10,85,93,31,82
"G2000490","2008-2012","Kansas","20","200","Elk County","049","0490","Elk County, Kansas",80,1652,378,1264,0,1264,1154,110,1100,42,133,77,92,10,92,112,47,90
"G2000510","2008-2012","Kansas","20","200","Ellis County","051","0510","Ellis County, Kansas",600,11175,5562,17459,36,17423,16643,780,5634,158,627,407,349,32,354,386,193,356
"G2000530","2008-2012","Kansas","20","200","Ellsworth County","053","0530","Ellsworth County, Kansas",133,3618,948,3165,5,3160,2992,168,2322,53,281,123,391,9,387,339,84,409
"G2000550","2008-2012","Kansas","20","200","Finney County","055","0550","Finney County, Kansas",3350,13619,4056,19427,10,19417,18709,708,6622,404,714,361,354,16,354,349,198,346
"G2000570","2008-2012","Kansas","20","200","Ford County","057","0570","Ford County, Kansas",3105,13140,3479,17354,34,17320,16194,1126,7133,382,765,381,477,41,472,530,286,471
"G2000590","2008-2012","Kansas","20","200","Franklin County","059","0590","Franklin County, Kansas",531,13167,3335,13868,4,13864,12997,867,6027,139,626,331,377,5,377,389,191,391
"G2000610","2008-2012","Kansas","20","200","Geary County","061","0610","Geary County, Kansas",645,14584,3788,17755,3511,14244,13212,1032,6920,173,716,362,417,323,536,555,232,449
"G2000630","2008-2012","Kansas","20","200","Gove County","063","0630","Gove County, Kansas",97,1533,359,1417,0,1417,1362,55,825,30,107,51,94,10,94,90,32,82
"G2000650","2008-2012","Kansas","20","200","Graham County","065","0650","Graham County, Kansas",48,1480,428,1381,0,1381,1336,45,785,39,129,71,59,10,59,74,29,63
"G2000670","2008-2012","Kansas","20","200","Grant County","067","0670","Grant County, Kansas",622,3258,782,4042,0,4042,3802,240,1503,167,346,163,203,15,203,217,118,172
"G2000690","2008-2012","Kansas","20","200","Gray County","069","0690","Gray County, Kansas",464,2494,758,3068,0,3068,2967,101,1332,77,173,99,81,15,81,93,35,84
"G2000710","2008-2012","Kansas","20","200","Greeley County","071","0710","Greeley County, Kansas",76,663,164,670,0,670,662,8,350,34,85,46,78,10,78,76,11,63
"G2000730","2008-2012","Kansas","20","200","Greenwood County","073","0730","Greenwood County, Kansas",100,3882,748,3420,0,3420,3205,215,1821,50,234,102,156,15,156,173,66,154
"G2000750","2008-2012","Kansas","20","200","Hamilton County","075","0750","Hamilton County, Kansas",206,1276,239,1441,0,1441,1399,42,560,72,147,61,104,10,104,106,27,90
"G2000770","2008-2012","Kansas","20","200","Harper County","077","0770","Harper County, Kansas",157,3341,675,2961,0,2961,2837,124,1766,54,204,111,124,15,124,130,60,119
"G2000790","2008-2012","Kansas","20","200","Harvey County","079","0790","Harvey County, Kansas",1080,15746,5815,17714,44,17670,16611,1059,9213,220,742,458,430,41,439,449,237,424
"G2000810","2008-2012","Kansas","20","200","Haskell County","081","0810","Haskell County, Kansas",412,1747,422,2274,19,2255,2161,94,840,79,146,74,79,27,79,92,42,80
"G2000830","2008-2012","Kansas","20","200","Hodgeman County","083","0830","Hodgeman County, Kansas",27,1026,316,966,8,958,923,35,577,26,106,58,75,11,75,79,32,80
"G2000850","2008-2012","Kansas","20","200","Jackson County","085","0850","Jackson County, Kansas",188,6990,1762,7061,23,7038,6752,286,3201,65,369,192,188,16,189,196,69,192
"G2000870","2008-2012","Kansas","20","200","Jefferson County","087","0870","Jefferson County, Kansas",402,9761,3008,10067,5,10062,9496,566,4849,108,489,274,264,8,266,279,109,279
"G2000890","2008-2012","Kansas","20","200","Jewell County","089","0890","Jewell County, Kansas",69,1868,410,1568,0,1568,1519,49,1003,34,133,69,71,10,71,75,22,70
"G2000910","2008-2012","Kansas","20","200","Johnson County","091","0910","Johnson County, Kansas",5928,170135,187450,310623,278,310345,293925,16420,108262,586,2459,2447,1631,105,1621,1675,865,1670
"G2000930","2008-2012","Kansas","20","200","Kearny County","093","0930","Kearny County, Kansas",327,1790,371,1938,0,1938,1885,53,947,95,185,80,120,10,120,125,43,98
"G2000950","2008-2012","Kansas","20","200","Kingman County","095","0950","Kingman County, Kansas",241,4131,1093,3689,0,3689,3529,160,2452,76,294,146,137,15,137,132,62,145
"G2000970","2008-2012","Kansas","20","200","Kiowa County","097","0970","Kiowa County, Kansas",23,1327,367,1281,0,1281,1223,58,777,20,117,60,75,10,75,75,30,62
"G2000990","2008-2012","Kansas","20","200","Labette County","099","0990","Labette County, Kansas",542,11076,2728,10878,2,10876,10029,847,5981,111,524,285,369,4,368,389,177,376
"G2001010","2008-2012","Kansas","20","200","Lane County","101","1010","Lane County, Kansas",34,930,217,855,0,855,831,24,461,25,99,47,83,10,83,81,21,61
"G2001030","2008-2012","Kansas","20","200","Leavenworth County","103","1030","Leavenworth County, Kansas",1499,35034,14689,36909,2187,34722,31900,2822,22622,267,1051,711,706,330,732,784,387,703
"G2001050","2008-2012","Kansas","20","200","Lincoln County","105","1050","Lincoln County, Kansas",61,1825,449,1711,11,1700,1607,93,849,34,128,72,63,14,66,67,30,63
"G2001070","2008-2012","Kansas","20","200","Linn County","107","1070","Linn County, Kansas",262,5459,1060,4495,12,4483,4165,318,3106,72,325,172,222,20,224,237,94,210
"G2001090","2008-2012","Kansas","20","200","Logan County","109","1090","Logan County, Kansas",50,1573,333,1564,0,1564,1515,49,646,37,151,88,69,10,69,76,37,70
"G2001110","2008-2012","Kansas","20","200","Lyon County","111","1110","Lyon County, Kansas",1337,14025,4873,18796,10,18786,17458,1328,8188,246,705,403,442,16,441,499,242,444
"G2001130","2008-2012","Kansas","20","200","McPherson County","113","1130","McPherson County, Kansas",1231,13718,4890,15613,12,15601,15092,509,7563,189,597,374,387,18,386,398,139,394
"G2001150","2008-2012","Kansas","20","200","Marion County","115","1150","Marion County, Kansas",408,6350,1786,6546,3,6543,6165,378,3508,94,287,154,224,4,223,219,117,215
"G2001170","2008-2012","Kansas","20","200","Marshall County","117","1170","Marshall County, Kansas",287,5994,885,5310,45,5265,5099,166,2796,73,267,125,168,37,170,169,52,164
"G2001190","2008-2012","Kansas","20","200","Meade County","119","1190","Meade County, Kansas",192,2081,686,2297,0,2297,2210,87,1193,52,169,91,113,10,113,115,31,106
"G2001210","2008-2012","Kansas","20","200","Miami County","121","1210","Miami County, Kansas",416,15969,5128,17154,0,17154,15935,1219,7750,130,704,380,358,22,358,396,245,362
"G2001230","2008-2012","Kansas","20","200","Mitchell County","123","1230","Mitchell County, Kansas",190,3289,959,3449,0,3449,3394,55,1736,96,292,161,134,15,134,139,37,138
"G2001250","2008-2012","Kansas","20","200","Montgomery County","125","1250","Montgomery County, Kansas",1086,18051,4201,17514,55,17459,15473,1986,10245,179,693,328,373,61,366,361,304,380
"G2001270","2008-2012","Kansas","20","200","Morris County","127","1270","Morris County, Kansas",108,3401,724,3193,24,3169,3013,156,1605,41,215,115,104,23,114,131,53,104
"G2001290","2008-2012","Kansas","20","200","Morton County","129","1290","Morton County, Kansas",218,1507,405,1592,0,1592,1559,33,862,82,173,99,108,10,108,122,28,113
"G2001310","2008-2012","Kansas","20","200","Nemaha County","131","1310","Nemaha County, Kansas",343,5387,1212,5299,9,5290,5197,93,2594,81,258,133,119,16,117,130,46,120
"G2001330","2008-2012","Kansas","20","200","Neosho County","133","1330","Neosho County, Kansas",407,8726,1803,8422,15,8407,7582,825,4511,104,472,208,235,23,240,313,185,218
"G2001350","2008-2012","Kansas","20","200","Ness County","135","1350","Ness County, Kansas",96,1812,449,1659,0,1659,1624,35,884,45,135,75,87,10,87,92,23,83
"G2001370","2008-2012","Kansas","20","200","Norton County","137","1370","Norton County, Kansas",126,3363,648,2702,2,2700,2661,39,1993,62,297,159,204,5,203,202,36,221
"G2001390","2008-2012","Kansas","20","200","Osage County","139","1390","Osage County, Kansas",362,8553,2242,8576,28,8548,7935,613,4188,85,332,201,186,24,186,213,110,187
"G2001410","2008-2012","Kansas","20","200","Osborne County","141","1410","Osborne County, Kansas",135,2143,532,2064,0,2064,1997,67,1105,43,138,74,72,10,72,77,29,71
"G2001430","2008-2012","Kansas","20","200","Ottawa County","143","1430","Ottawa County, Kansas",116,3264,857,3146,0,3146,2977,169,1594,52,196,110,111,15,111,117,47,107
"G2001450","2008-2012","Kansas","20","200","Pawnee County","145","1450","Pawnee County, Kansas",100,3606,1123,3471,37,3434,3243,191,2312,60,335,209,161,54,163,167,97,183
"G2001470","2008-2012","Kansas","20","200","Phillips County","147","1470","Phillips County, Kansas",170,3032,728,2975,12,2963,2844,119,1415,56,198,85,113,13,114,124,45,113
"G2001490","2008-2012","Kansas","20","200","Pottawatomie County","149","1490","Pottawatomie County, Kansas",245,9502,3893,11130,248,10882,10605,277,4857,91,488,354,319,127,333,337,98,316
"G2001510","2008-2012","Kansas","20","200","Pratt County","151","1510","Pratt County, Kansas",286,4601,1536,5047,6,5041,4816,225,2702,89,317,195,251,9,252,239,85,245
"G2001530","2008-2012","Kansas","20","200","Rawlins County","153","1530","Rawlins County, Kansas",60,1465,405,1323,0,1323,1295,28,837,32,118,62,73,10,73,79,19,69
"G2001550","2008-2012","Kansas","20","200","Reno County","155","1550","Reno County, Kansas",1537,33328,8356,31949,41,31908,30060,1848,18854,243,953,499,573,32,572,613,300,546
"G2001570","2008-2012","Kansas","20","200","Republic County","157","1570","Republic County, Kansas",65,2939,735,2585,3,2582,2483,99,1544,32,171,91,83,5,84,92,36,82
"G2001590","2008-2012","Kansas","20","200","Rice County","159","1590","Rice County, Kansas",183,5039,1353,5202,3,5199,4890,309,2759,78,300,153,167,4,167,207,122,170
"G2001610","2008-2012","Kansas","20","200","Riley County","161","1610","Riley County, Kansas",395,18455,15664,41309,6494,34815,33349,1466,18490,143,788,807,797,416,886,887,219,824
"G2001630","2008-2012","Kansas","20","200","Rooks County","163","1630","Rooks County, Kansas",74,2860,742,2671,0,2671,2545,126,1491,45,178,97,90,15,90,99,46,99
"G2001650","2008-2012","Kansas","20","200","Rush County","165","1650","Rush County, Kansas",132,1868,438,1761,0,1761,1641,120,944,43,125,69,73,10,73,88,46,73
"G2001670","2008-2012","Kansas","20","200","Russell County","167","1670","Russell County, Kansas",179,3943,995,3671,18,3653,3498,155,2065,68,338,181,184,40,179,196,95,178
"G2001690","2008-2012","Kansas","20","200","Saline County","169","1690","Saline County, Kansas",1221,26212,8997,30477,100,30377,28757,1620,12455,209,925,559,531,76,524,573,245,527
"G2001710","2008-2012","Kansas","20","200","Scott County","171","1710","Scott County, Kansas",297,2286,857,2498,0,2498,2452,46,1341,116,294,181,187,10,187,195,55,170
"G2001730","2008-2012","Kansas","20","200","Sedgwick County","173","1730","Sedgwick County, Kansas",13050,212092,89567,261865,2853,259012,236925,22087,115435,853,2805,1758,1770,389,1824,2178,1217,1812
"G2001750","2008-2012","Kansas","20","200","Seward County","175","1750","Seward County, Kansas",2994,8244,1653,11423,0,11423,10335,1088,4938,356,511,228,371,19,371,369,249,385
"G2001770","2008-2012","Kansas","20","200","Shawnee County","177","1770","Shawnee County, Kansas",4186,80292,33883,92555,452,92103,85395,6708,46033,428,1643,1005,1090,154,1113,978,611,1021
"G2001790","2008-2012","Kansas","20","200","Sheridan County","179","1790","Sheridan County, Kansas",79,1331,363,1327,0,1327,1303,24,677,40,121,66,69,10,69,74,19,63
"G2001810","2008-2012","Kansas","20","200","Sherman County","181","1810","Sherman County, Kansas",198,3442,629,3162,26,3136,3011,125,1695,90,344,153,211,38,219,215,67,215
